"Id,Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Exam_Score"
"2854,21,77,100,2,70"
"2855,27,67,94,0,70"
"2856,17,91,54,3,67"
"2857,16,79,79,2,68"
"2858,19,74,89,0,63"
"2859,27,74,84,3,70"
"2860,21,94,71,1,69"
"2861,17,82,66,1,66"
"2862,23,89,81,2,70"
"2863,13,96,71,1,68"
"2864,24,96,70,0,70"
"2865,22,73,92,0,67"
"2866,18,98,66,0,69"
"2867,15,61,82,2,64"
"2868,15,75,94,1,62"
"2869,23,96,81,1,71"
"2870,27,71,75,2,69"
"2871,16,71,52,0,62"
"2872,23,72,84,0,66"
"2873,7,84,100,3,64"
"2874,16,78,90,3,66"
"2875,20,89,82,2,72"
"2876,15,96,73,3,71"
"2877,14,87,61,0,65"
"2878,16,68,85,1,65"
"2879,22,97,59,1,70"
"2880,19,71,94,1,68"
"2881,7,66,68,0,57"
"2882,7,64,70,4,59"
"2883,16,83,61,0,64"
"2884,23,65,74,2,67"
"2885,4,66,84,2,60"
"2886,17,72,65,3,67"
"2887,17,71,85,2,65"
"2888,28,84,81,1,71"
"2889,18,93,69,0,67"
"2890,22,90,66,0,69"
"2891,21,70,93,1,68"
"2892,7,70,51,0,59"
"2893,25,99,86,3,75"
"2894,21,60,71,0,59"
"2895,23,95,86,0,71"
"2896,44,68,75,3,71"
"2897,7,98,54,0,66"
"2898,30,74,99,1,69"
"2899,18,78,54,4,65"
"2900,22,88,58,3,68"
"2901,20,84,71,5,68"
"2902,17,73,97,1,67"
"2903,17,82,65,1,68"
"2904,22,89,78,0,68"
"2905,11,62,76,3,88"
"2906,25,60,67,1,66"
"2907,18,78,85,3,67"
"2908,13,65,75,2,63"
"2909,17,87,79,3,68"
"2910,28,69,61,2,65"
"2911,17,77,96,1,67"
"2912,22,68,56,3,67"
"2913,16,82,85,1,67"
"2914,25,65,94,1,64"
"2915,24,61,54,1,61"
"2916,31,62,51,2,65"
"2917,19,98,67,1,70"
"2918,24,66,89,0,67"
"2919,21,88,86,1,68"
"2920,28,63,91,1,65"
"2921,16,64,70,3,63"
"2922,24,80,100,1,72"
"2923,19,79,68,2,68"
"2924,20,98,90,2,73"
"2925,21,98,68,0,71"
"2926,22,91,61,3,70"
"2927,19,84,67,0,68"
"2928,21,78,60,3,68"
"2929,29,74,56,2,68"
"2930,26,98,68,1,71"
"2931,25,84,57,4,70"
"2932,17,83,75,2,67"
"2933,15,69,52,0,61"
"2934,26,62,72,1,64"
"2935,25,98,98,1,72"
"2936,29,73,68,1,67"
"2937,16,78,57,1,65"
"2938,19,65,65,1,64"
"2939,10,93,90,0,66"
"2940,18,61,66,1,62"
"2941,26,93,69,2,70"
"2942,17,66,89,1,64"
"2943,24,95,63,3,70"
"2944,19,89,74,1,66"
"2945,22,67,53,0,62"
"2946,13,83,59,4,63"
"2947,21,73,60,2,66"
"2948,2,67,73,1,58"
"2949,19,94,91,1,70"
"2950,10,76,68,1,63"
"2951,27,76,69,0,70"
"2952,25,67,65,1,65"
"2953,23,75,66,5,67"
"2954,29,95,70,1,73"
"2955,14,75,95,0,82"
"2956,30,98,51,0,71"
"2957,26,98,81,1,73"
"2958,19,66,94,1,65"
"2959,27,67,71,1,67"
"2960,13,95,83,1,67"
"2961,15,76,79,4,69"
"2962,16,60,67,0,61"
"2963,17,71,57,3,64"
"2964,14,84,61,1,64"
"2965,27,92,53,2,68"
"2966,18,65,88,1,62"
"2967,22,64,77,5,66"
"2968,17,97,89,1,70"
"2969,9,90,65,3,67"
"2970,22,84,90,2,70"
"2971,9,91,65,0,65"
"2972,20,77,56,1,65"
"2973,12,90,77,3,70"
"2974,32,75,97,1,72"
"2975,25,70,71,0,65"
"2976,21,89,76,1,71"
"2977,28,77,73,3,71"
"2978,15,99,73,1,72"
"2979,23,74,61,0,64"
"2980,21,97,71,2,72"
"2981,22,97,75,1,71"
"2982,28,70,87,0,66"
"2983,24,92,57,3,71"
"2984,22,77,79,2,67"
"2985,10,97,83,1,69"
"2986,14,78,69,0,67"
"2987,19,90,77,0,71"
"2988,21,79,86,1,66"
"2989,13,69,73,1,62"
"2990,34,68,67,0,67"
"2991,29,77,91,2,70"
"2992,24,90,99,0,72"
"2993,20,84,61,3,69"
"2994,19,88,94,1,70"
"2995,14,71,77,0,64"
"2996,20,79,72,1,65"
"2997,22,62,95,2,66"
"2998,13,93,96,2,68"
"2999,22,100,64,2,72"
"3000,19,76,68,2,65"
"3001,9,60,93,3,60"
"3002,15,67,75,0,63"
"3003,18,86,64,3,66"
"3004,31,84,98,1,73"
"3005,23,92,61,4,71"
"3006,12,70,81,1,59"
"3007,23,91,71,5,70"
"3008,11,88,73,1,63"
"3009,26,73,55,1,67"
"3010,17,82,63,2,65"
"3011,19,66,58,5,64"
"3012,28,78,87,2,71"
"3013,12,95,85,2,70"
"3014,12,77,90,2,63"
"3015,16,94,85,3,68"
"3016,26,84,56,1,67"
"3017,11,68,99,1,66"
"3018,3,83,59,2,63"
"3019,17,80,68,0,65"
"3020,23,76,85,2,66"
"3021,27,65,57,2,65"
"3022,17,77,59,2,65"
"3023,18,63,94,2,63"
"3024,27,64,67,0,65"
"3025,9,77,83,1,62"
"3026,18,72,93,1,66"
"3027,21,97,99,1,71"
"3028,23,75,61,2,64"
"3029,17,90,56,0,67"
"3030,20,81,87,1,68"
"3031,5,88,59,3,63"
"3032,16,70,79,0,64"
"3033,23,98,77,1,74"
"3034,14,81,78,2,68"
"3035,20,93,82,1,68"
"3036,23,75,93,2,69"
"3037,18,64,64,4,61"
"3038,21,87,78,1,69"
"3039,14,60,67,3,61"
"3040,19,79,66,3,67"
"3041,24,68,51,0,63"
"3042,21,85,80,3,68"
"3043,16,99,99,0,68"
"3044,21,79,88,2,67"
"3045,24,93,62,1,69"
"3046,8,80,86,2,64"
"3047,27,80,65,1,67"
"3048,18,97,88,1,70"
"3049,23,96,93,5,72"
"3050,27,91,67,1,71"
"3051,12,72,50,1,62"
"3052,16,82,65,2,67"
"3053,18,69,60,3,64"
"3054,15,78,81,0,64"
"3055,30,79,65,1,70"
"3056,15,93,52,3,68"
"3057,17,96,77,1,70"
"3058,21,77,94,1,65"
"3059,13,61,73,2,59"
"3060,18,94,69,1,69"
"3061,22,67,59,2,67"
"3062,18,85,69,2,68"
"3063,19,61,67,1,62"
"3064,17,76,100,0,65"
"3065,11,99,52,0,69"
"3066,22,64,62,3,65"
"3067,31,77,53,1,68"
"3068,20,72,93,4,68"
"3069,21,96,71,3,71"
"3070,24,95,90,3,71"
"3071,12,70,85,1,66"
"3072,30,63,96,4,71"
"3073,21,85,51,2,66"
"3074,30,73,60,0,66"
"3075,16,87,85,2,69"
"3076,31,61,79,0,65"
"3077,25,65,85,2,66"
"3078,23,87,79,2,67"
"3079,21,68,79,1,66"
"3080,19,94,97,0,69"
"3081,27,62,96,2,66"
"3082,21,69,52,0,64"
"3083,8,100,71,0,70"
"3084,13,77,76,1,62"
"3085,19,88,68,1,67"
"3086,22,67,52,1,60"
"3087,20,84,74,1,66"
"3088,27,89,99,0,72"
"3089,8,73,54,2,63"
"3090,21,93,91,1,69"
"3091,9,84,60,1,66"
"3092,25,76,79,2,69"
"3093,19,82,69,2,68"
"3094,23,83,67,3,66"
"3095,15,67,94,0,63"
"3096,28,76,99,1,70"
"3097,26,74,69,2,68"
"3098,24,76,82,2,68"
"3099,19,90,78,1,67"
"3100,23,79,54,1,67"
"3101,16,98,52,3,69"
"3102,25,72,89,3,68"
"3103,30,77,70,0,67"
"3104,26,91,65,0,70"
"3105,16,82,99,3,70"
"3106,22,82,54,2,66"
"3107,12,62,63,0,61"
"3108,23,76,93,2,68"
"3109,23,71,71,1,64"
"3110,9,100,79,1,66"
"3111,13,72,52,3,65"
"3112,18,95,96,3,73"
"3113,18,87,57,3,66"
"3114,13,74,61,2,65"
"3115,22,82,58,0,68"
"3116,22,94,75,0,69"
"3117,19,95,91,1,72"
"3118,15,66,63,3,63"
"3119,26,74,57,0,65"
"3120,30,73,70,0,69"
"3121,17,62,99,2,62"
"3122,16,84,51,0,66"
"3123,23,94,75,3,69"
"3124,18,75,83,2,67"
"3125,19,90,90,0,94"
"3126,24,85,87,2,71"
"3127,9,75,54,2,61"
"3128,28,66,73,2,68"
"3129,20,88,54,0,66"
"3130,18,94,81,0,71"
"3131,19,87,54,3,66"
"3132,20,61,52,2,60"
"3133,10,69,65,0,60"
"3134,29,63,97,3,66"
"3135,20,83,85,1,67"
"3136,23,90,50,4,67"
"3137,26,64,64,2,64"
"3138,14,94,51,0,66"
"3139,23,82,65,1,68"
"3140,18,88,84,1,70"
"3141,25,99,88,3,75"
"3142,7,63,90,0,86"
"3143,19,96,95,3,73"
"3144,16,65,68,1,61"
"3145,23,76,93,0,68"
"3146,23,94,86,1,70"
"3147,16,96,77,1,71"
"3148,16,80,98,2,71"
"3149,19,84,97,2,68"
"3150,15,88,95,2,70"
"3151,25,93,60,1,70"
"3152,18,65,60,0,62"
"3153,3,92,95,3,67"
"3154,18,79,70,3,68"
"3155,14,78,90,1,68"
"3156,10,77,84,2,64"
"3157,13,80,88,1,68"
"3158,21,98,51,0,69"
"3159,28,82,71,1,70"
"3160,22,98,93,4,73"
"3161,16,67,74,1,66"
"3162,23,89,85,0,68"
"3163,17,92,88,1,68"
"3164,16,87,56,2,65"
"3165,13,84,58,2,66"
"3166,9,83,86,0,62"
"3167,18,94,53,3,67"
"3168,21,93,67,1,73"
"3169,19,65,96,2,65"
"3170,18,94,79,2,70"
"3171,14,77,96,3,68"
"3172,24,70,65,3,67"
"3173,12,95,82,2,66"
"3174,25,77,64,3,65"
"3175,14,92,56,1,66"
"3176,15,71,100,2,66"
"3177,11,60,59,2,60"
"3178,17,80,59,0,66"
"3179,26,64,92,2,68"
"3180,23,90,90,3,72"
"3181,26,71,99,1,68"
"3182,23,78,54,0,67"
"3183,13,63,55,0,62"
"3184,18,71,72,0,66"
"3185,15,91,80,0,69"
"3186,28,66,52,0,64"
"3187,13,86,58,0,63"
"3188,25,97,85,2,74"
"3189,25,87,83,0,72"
"3190,31,92,54,1,71"
"3191,18,64,97,2,64"
"3192,24,70,63,0,65"
"3193,34,96,94,1,75"
"3194,16,89,96,2,69"
"3195,11,86,75,1,65"
"3196,9,87,71,0,60"
"3197,24,77,64,2,69"
"3198,9,62,90,4,65"
"3199,18,91,60,0,67"
"3200,23,87,81,5,70"
"3201,21,79,78,1,66"
"3202,23,96,62,0,69"
"3203,21,73,99,2,69"
"3204,28,72,92,1,68"
"3205,14,95,51,5,70"
"3206,16,92,71,2,66"
"3207,15,81,68,0,65"
"3208,25,65,94,1,65"
"3209,25,69,63,1,65"
"3210,23,86,100,0,69"
"3211,27,75,60,4,69"
"3212,13,93,62,0,65"
"3213,30,98,83,1,76"
"3214,29,92,58,2,72"
"3215,24,75,94,2,67"
"3216,31,92,55,3,74"
"3217,10,74,99,2,66"
"3218,17,67,94,2,66"
"3219,16,61,92,4,66"
"3220,24,75,70,5,71"
"3221,14,96,76,0,66"
"3222,25,70,73,1,65"
"3223,28,68,99,1,69"
"3224,24,99,52,1,69"
"3225,22,61,69,2,63"
"3226,14,91,98,0,68"
"3227,15,73,68,1,64"
"3228,27,61,70,2,64"
"3229,25,97,82,1,73"
"3230,20,66,95,2,66"
"3231,17,82,65,4,67"
"3232,8,71,97,3,63"
"3233,14,63,64,1,61"
"3234,31,62,91,4,71"
"3235,12,65,64,1,61"
"3236,21,63,54,1,62"
"3237,26,90,91,1,74"
"3238,12,79,73,2,65"
"3239,21,74,70,2,64"
"3240,26,77,71,1,66"
"3241,20,97,81,1,72"
"3242,37,96,63,0,76"
"3243,10,89,62,4,67"
"3244,26,95,74,3,71"
"3245,19,73,52,1,65"
"3246,25,75,82,3,68"
"3247,23,85,91,1,68"
"3248,16,85,86,3,67"
"3249,21,79,73,1,64"
"3250,9,76,78,0,60"
"3251,24,99,51,1,70"
"3252,22,93,96,1,73"
"3253,24,77,78,2,69"
"3254,26,89,66,0,70"
"3255,22,71,65,1,64"
"3256,21,64,83,2,64"
"3257,15,74,79,0,65"
"3258,16,76,59,0,62"
"3259,27,61,70,0,64"
"3260,29,93,84,0,72"
"3261,19,74,65,1,64"
"3262,20,83,75,0,67"
"3263,15,63,63,4,64"
"3264,27,67,54,0,61"
"3265,24,96,69,1,72"
"3266,32,84,87,2,70"
"3267,15,98,61,4,70"
"3268,18,100,88,2,71"
"3269,21,75,83,1,68"
"3270,24,72,75,3,68"
"3271,19,94,99,0,70"
"3272,15,100,94,2,73"
"3273,25,85,78,2,69"
"3274,24,92,78,0,71"
"3275,15,91,64,1,64"
"3276,28,74,96,0,68"
"3277,27,83,95,0,69"
"3278,21,93,87,1,70"
"3279,20,88,56,1,67"
"3280,23,61,85,1,66"
"3281,15,73,63,2,65"
"3282,20,66,59,4,66"
"3283,7,69,88,0,61"
"3284,25,96,98,0,71"
"3285,11,61,55,5,60"
"3286,29,69,58,1,66"
"3287,18,72,61,1,61"
"3288,19,85,98,2,68"
"3289,16,81,85,2,68"
"3290,18,69,84,2,65"
"3291,29,67,75,3,65"
"3292,5,69,77,2,60"
"3293,28,80,65,2,67"
"3294,22,71,58,2,65"
"3295,13,98,89,1,70"
"3296,14,79,74,1,64"
"3297,30,62,63,2,68"
"3298,14,89,82,2,69"
"3299,13,73,60,0,65"
"3300,27,86,74,2,71"
"3301,22,71,60,1,65"
"3302,14,83,88,0,65"
"3303,21,91,66,0,68"
"3304,14,97,72,1,66"
"3305,27,70,88,1,65"
"3306,26,73,83,2,71"
"3307,23,79,70,3,68"
"3308,22,97,54,2,70"
"3309,31,96,96,3,74"
"3310,20,64,50,0,62"
"3311,13,65,87,1,61"
"3312,23,80,97,0,70"
"3313,33,64,65,0,65"
"3314,14,74,54,2,62"
"3315,18,66,62,2,65"
"3316,22,85,66,0,68"
"3317,20,98,73,2,70"
"3318,14,100,76,1,68"
"3319,27,75,86,3,69"
"3320,34,84,95,1,73"
"3321,21,94,73,1,71"
"3322,15,65,87,0,63"
"3323,11,88,56,2,66"
"3324,22,76,66,1,67"
"3325,27,68,56,0,64"
"3326,23,76,85,1,66"
"3327,20,63,95,2,69"
"3328,16,88,94,4,72"
"3329,13,70,66,1,63"
"3330,25,72,62,2,67"
"3331,25,65,64,1,64"
"3332,11,95,64,4,68"
"3333,30,80,54,1,71"
"3334,23,83,57,2,67"
"3335,28,83,61,1,67"
"3336,12,76,50,2,64"
"3337,12,68,52,5,63"
"3338,19,90,85,2,72"
"3339,23,65,81,2,63"
"3340,31,64,97,2,67"
"3341,24,88,70,1,68"
"3342,19,68,72,2,64"
"3343,14,72,53,4,65"
"3344,27,79,58,2,68"
"3345,14,78,85,2,66"
"3346,30,88,62,4,73"
"3347,18,85,89,1,68"
"3348,30,86,85,2,72"
"3349,24,89,87,3,70"
"3350,19,72,85,1,66"
"3351,17,73,85,3,66"
"3352,18,78,77,2,66"
"3353,23,72,84,2,65"
"3354,20,99,76,2,71"
"3355,16,93,60,1,66"
"3356,19,67,61,1,63"
"3357,20,60,70,2,63"
"3358,7,62,51,0,58"
"3359,23,70,94,3,68"
"3360,14,65,63,2,61"
"3361,13,81,53,2,65"
"3362,10,94,71,1,67"
"3363,9,89,91,1,67"
"3364,12,69,70,1,62"
"3365,16,76,63,0,86"
"3366,32,80,77,0,71"
"3367,17,92,79,1,70"
"3368,21,94,88,1,71"
"3369,22,96,90,2,71"
"3370,21,80,85,1,70"
"3371,20,88,50,2,67"
"3372,13,64,50,0,60"
"3373,29,83,99,0,73"
"3374,31,70,63,1,67"
"3375,10,77,64,1,62"
"3376,14,85,87,0,67"
"3377,18,70,79,1,65"
"3378,14,62,73,1,61"
"3379,23,60,56,0,61"
"3380,16,61,54,1,60"
"3381,33,60,85,4,68"
"3382,27,64,56,0,65"
"3383,21,70,72,3,67"
"3384,26,69,87,2,67"
"3385,27,99,96,0,74"
"3386,17,72,94,4,64"
"3387,15,65,93,2,64"
"3388,20,82,68,2,67"
"3389,25,94,96,6,74"
"3390,21,87,84,1,69"
"3391,11,72,94,1,62"
"3392,15,82,54,1,66"
"3393,20,89,52,2,69"
"3394,20,89,71,1,68"
"3395,32,87,91,2,74"
"3396,12,95,70,4,68"
"3397,23,95,94,2,73"
"3398,29,83,62,4,70"
"3399,34,77,52,0,69"
"3400,18,86,88,2,68"
"3401,23,93,81,2,71"
"3402,23,60,72,3,64"
"3403,21,100,92,3,71"
"3404,19,67,91,1,65"
"3405,23,79,66,1,68"
"3406,5,95,92,1,67"
"3407,24,69,67,2,67"
"3408,21,79,81,2,67"
"3409,19,65,60,1,63"
"3410,32,76,63,0,68"
"3411,16,67,72,1,66"
"3412,18,75,66,1,67"
"3413,32,75,56,3,68"
"3414,15,100,74,2,72"
"3415,17,100,76,3,70"
"3416,19,65,58,3,62"
"3417,25,89,59,2,69"
"3418,21,62,51,0,61"
"3419,12,61,52,2,58"
"3420,17,64,68,5,63"
"3421,16,99,57,4,71"
"3422,20,98,96,1,70"
"3423,23,68,60,1,64"
"3424,23,66,53,2,63"
"3425,9,70,70,1,63"
"3426,26,81,60,2,71"
"3427,22,83,53,0,65"
"3428,28,69,88,2,68"
"3429,23,90,78,1,70"
"3430,27,72,53,3,68"
"3431,23,97,73,3,69"
"3432,28,86,52,0,70"
"3433,23,77,68,0,67"
"3434,19,92,68,2,69"
"3435,34,93,91,2,73"
"3436,25,72,87,3,68"
"3437,23,74,95,2,67"
"3438,12,97,57,0,67"
"3439,12,67,77,2,64"
"3440,22,62,51,2,63"
"3441,21,78,91,1,67"
"3442,16,92,68,1,70"
"3443,21,91,53,1,71"
"3444,30,97,66,1,74"
"3445,24,81,64,2,70"
"3446,13,64,88,1,59"
"3447,19,84,56,0,64"
"3448,15,91,78,2,67"
"3449,18,64,90,1,63"
"3450,18,67,87,5,66"
"3451,17,60,97,1,62"
"3452,12,84,50,3,65"
"3453,19,95,68,3,73"
"3454,17,87,68,1,70"
"3455,2,99,52,0,62"
"3456,32,63,91,2,68"
"3457,27,96,84,1,74"
"3458,18,93,76,2,96"
"3459,20,73,70,1,66"
"3460,13,99,95,0,69"
"3461,30,72,63,1,70"
"3462,31,96,67,2,73"
"3463,21,95,98,1,69"
"3464,26,90,53,1,71"
"3465,21,83,89,0,65"
"3466,12,65,86,1,62"
"3467,18,81,95,1,69"
"3468,21,74,55,3,65"
"3469,17,92,99,1,68"
"3470,19,90,51,1,65"
"3471,19,96,67,4,72"
"3472,20,61,54,2,67"
"3473,20,92,53,2,68"
"3474,14,98,98,0,68"
"3475,16,92,86,2,66"
"3476,12,65,75,0,62"
"3477,26,63,55,2,65"
"3478,7,61,76,1,60"
"3479,27,85,66,2,70"
"3480,28,85,64,1,68"
"3481,18,99,81,1,72"
"3482,4,76,90,2,63"
"3483,18,73,72,1,63"
"3484,20,85,75,1,67"
"3485,14,93,83,4,68"
"3486,17,97,56,2,69"
"3487,29,92,91,1,75"
"3488,24,77,92,0,67"
"3489,14,85,77,2,69"
"3490,10,94,59,0,65"
"3491,18,80,75,2,65"
"3492,19,69,55,1,63"
"3493,23,67,88,2,65"
"3494,17,60,66,0,58"
"3495,23,89,66,0,70"
"3496,32,64,97,1,66"
"3497,25,70,71,2,63"
"3498,20,72,89,1,62"
"3499,19,82,82,2,69"
"3500,18,76,66,1,66"
"3501,27,87,56,0,68"
"3502,16,62,90,2,62"
"3503,20,65,88,0,64"
"3504,20,80,58,0,65"
"3505,17,73,62,2,64"
"3506,12,72,88,2,65"
"3507,22,63,99,3,65"
"3508,20,96,92,0,70"
"3509,23,88,84,2,71"
"3510,17,65,96,2,65"
"3511,27,63,64,1,67"
"3512,15,99,50,4,68"
"3513,30,87,66,1,73"
"3514,10,77,99,0,64"
"3515,23,88,94,3,71"
"3516,23,90,53,2,70"
"3517,15,91,75,4,68"
"3518,23,79,54,2,68"
"3519,28,77,89,3,68"
"3520,7,60,69,0,59"
"3521,23,97,96,2,74"
"3522,5,84,53,1,62"
"3523,14,68,87,2,64"
"3524,30,97,70,0,76"
"3525,17,97,63,2,70"
"3526,13,100,76,0,69"
"3527,19,95,74,0,69"
"3528,32,100,67,4,74"
"3529,9,70,82,2,62"
"3530,14,94,83,2,70"
"3531,29,93,54,4,71"
"3532,31,69,80,4,68"
"3533,19,64,86,3,66"
"3534,13,99,54,3,67"
"3535,33,72,83,3,71"
"3536,30,95,90,3,74"
"3537,24,60,92,3,65"
"3538,15,61,52,1,60"
"3539,20,79,85,2,69"
"3540,19,70,90,2,65"
"3541,22,88,70,3,69"
"3542,29,83,77,1,70"
"3543,25,63,63,0,65"
"3544,14,67,66,0,57"
"3545,28,76,75,0,68"
"3546,22,67,58,2,67"
"3547,24,92,69,2,70"
"3548,29,77,65,1,68"
"3549,13,64,62,1,62"
"3550,20,79,74,1,67"
"3551,17,64,92,0,66"
"3552,11,65,62,2,60"
"3553,22,70,83,0,65"
"3554,35,94,63,1,75"
"3555,9,97,57,4,67"
"3556,20,93,97,1,71"
"3557,24,73,82,0,63"
"3558,21,71,55,2,67"
"3559,19,82,82,2,68"
"3560,12,89,59,2,65"
"3561,21,100,94,1,72"
"3562,15,65,62,1,61"
"3563,7,62,90,1,60"
"3564,27,88,60,2,72"
"3565,26,93,78,2,72"
"3566,20,94,96,2,70"
"3567,21,87,65,2,67"
"3568,26,98,54,0,71"
"3569,21,80,78,0,66"
"3570,25,97,59,0,72"
"3571,18,99,86,1,70"
"3572,28,94,80,2,71"
"3573,22,72,67,2,64"
"3574,21,68,85,3,66"
"3575,12,82,62,2,64"
"3576,22,78,96,0,67"
"3577,15,95,67,3,67"
"3578,16,64,88,1,64"
"3579,15,70,63,0,61"
"3580,14,90,86,4,99"
"3581,33,64,52,3,67"
"3582,28,73,65,3,72"
"3583,32,75,55,1,66"
"3584,13,85,73,3,68"
"3585,20,66,72,1,64"
"3586,12,94,68,1,69"
"3587,16,78,99,0,65"
"3588,14,97,62,1,66"
"3589,27,79,90,3,73"
"3590,18,71,72,0,63"
"3591,26,66,67,3,66"
"3592,24,60,60,3,65"
"3593,34,81,82,1,71"
"3594,11,64,67,1,58"
"3595,28,76,91,0,68"
"3596,27,84,98,0,69"
"3597,14,71,61,0,63"
"3598,26,67,56,1,66"
"3599,22,91,66,0,69"
"3600,19,98,73,3,69"
"3601,15,64,65,2,63"
"3602,16,66,99,1,65"
"3603,32,98,89,2,76"
"3604,20,62,98,0,67"
"3605,25,99,69,1,70"
"3606,15,60,65,1,60"
"3607,15,95,70,2,68"
"3608,26,72,76,1,68"
"3609,12,98,87,2,70"
"3610,18,73,94,1,68"
"3611,20,86,73,3,69"
"3612,21,63,64,0,62"
"3613,19,70,66,1,64"
"3614,22,91,85,2,71"
"3615,24,81,78,1,68"
"3616,24,97,74,0,72"
"3617,14,77,60,1,64"
"3618,18,95,94,6,73"
"3619,27,78,89,0,69"
"3620,25,99,57,1,70"
"3621,12,98,68,3,69"
"3622,22,73,77,1,64"
"3623,8,95,73,2,66"
"3624,20,94,70,1,69"
"3625,31,68,86,1,68"
"3626,14,85,53,4,65"
"3627,15,63,74,4,62"
"3628,25,93,63,2,75"
"3629,11,67,54,0,60"
"3630,16,63,73,0,63"
"3631,24,76,59,2,66"
"3632,16,83,63,0,67"
"3633,19,94,75,1,68"
"3634,24,99,99,0,72"
"3635,23,78,84,0,66"
"3636,22,62,64,0,63"
"3637,18,90,69,1,71"
"3638,22,83,70,2,67"
"3639,19,78,58,1,66"
"3640,23,72,58,2,66"
"3641,17,80,57,4,68"
"3642,19,74,76,1,66"
"3643,14,90,84,0,68"
"3644,20,82,80,3,68"
"3645,15,95,99,0,68"
"3646,13,82,56,2,66"
"3647,22,70,99,1,66"
"3648,21,94,73,0,70"
"3649,25,82,61,1,68"
"3650,17,68,97,2,65"
"3651,22,85,73,1,70"
"3652,23,74,67,3,66"
"3653,23,94,61,0,68"
"3654,15,78,63,1,64"
"3655,21,89,99,0,69"
"3656,22,64,65,2,65"
"3657,20,76,99,3,69"
"3658,7,99,67,1,66"
"3659,21,92,62,1,68"
"3660,33,66,59,3,70"
"3661,18,71,71,1,65"
"3662,16,73,62,0,65"
"3663,22,86,85,1,68"
"3664,22,90,62,0,67"
"3665,27,90,92,0,72"
"3666,12,80,92,1,70"
"3667,24,92,64,1,72"
"3668,24,77,88,1,71"
"3669,19,65,93,1,64"
"3670,22,83,80,2,69"
"3671,26,98,68,4,73"
"3672,25,92,72,1,70"
"3673,13,83,89,1,68"
"3674,25,86,65,2,71"
"3675,20,97,67,1,71"
"3676,20,77,58,0,66"
"3677,20,73,70,3,68"
"3678,19,99,54,0,70"
"3679,27,95,66,3,72"
"3680,19,73,69,1,66"
"3681,13,79,63,3,65"
"3682,18,77,55,3,66"
"3683,21,66,76,3,65"
"3684,27,98,93,0,72"
"3685,24,76,67,2,68"
"3686,15,95,62,0,68"
"3687,35,68,64,0,67"
"3688,22,82,93,2,68"
"3689,28,61,76,1,67"
"3690,19,91,57,3,69"
"3691,23,83,85,2,65"
"3692,25,85,58,2,70"
"3693,27,62,53,1,64"
"3694,26,68,63,2,66"
"3695,25,63,58,1,64"
"3696,18,72,80,1,66"
"3697,17,85,74,1,67"
"3698,22,83,86,3,68"
"3699,26,84,76,5,71"
"3700,19,82,71,1,67"
"3701,26,71,76,3,69"
"3702,29,70,72,1,67"
"3703,15,65,52,4,61"
"3704,15,94,84,0,68"
"3705,19,85,98,2,67"
"3706,22,67,71,1,64"
"3707,17,67,71,3,63"
"3708,28,95,52,3,72"
"3709,23,90,95,2,69"
"3710,20,86,96,1,66"
"3711,11,76,91,1,64"
"3712,12,70,55,2,61"
"3713,22,99,95,2,71"
"3714,7,92,51,0,63"
"3715,26,72,72,2,65"
"3716,19,94,75,2,71"
"3717,39,90,92,2,78"
"3718,34,72,88,1,73"
"3719,19,77,90,1,65"
"3720,19,67,93,0,66"
"3721,26,64,74,3,66"
"3722,30,89,89,3,74"
"3723,10,71,53,4,62"
"3724,9,93,72,1,66"
"3725,16,100,52,4,71"
"3726,23,63,96,2,67"
"3727,23,79,98,0,69"
"3728,26,92,54,2,72"
"3729,13,92,77,2,72"
"3730,6,90,66,2,65"
"3731,25,74,67,1,71"
"3732,15,78,73,0,64"
"3733,8,84,56,1,61"
"3734,21,99,59,1,69"
"3735,25,73,79,1,65"
"3736,19,97,51,3,69"
"3737,17,71,80,2,64"
"3738,19,100,66,1,69"
"3739,18,87,92,1,68"
"3740,12,79,80,1,63"
"3741,16,85,85,1,66"
"3742,23,71,56,1,65"
"3743,22,71,63,2,66"
"3744,21,65,100,3,67"
"3745,14,65,72,3,62"
"3746,19,74,68,2,66"
"3747,7,91,94,3,68"
"3748,21,84,52,2,68"
"3749,29,64,77,0,63"
"3750,11,94,61,1,66"
"3751,16,84,68,3,65"
"3752,22,98,60,1,72"
"3753,28,87,52,4,70"
"3754,17,67,71,1,63"
"3755,16,79,89,0,65"
"3756,8,86,98,1,65"
"3757,21,61,81,1,66"
"3758,32,61,69,0,68"
"3759,22,65,88,2,64"
"3760,20,70,75,3,66"
"3761,22,77,68,3,68"
"3762,20,79,59,0,64"
"3763,15,66,90,2,62"
"3764,25,87,75,0,67"
"3765,21,84,98,1,67"
"3766,20,72,90,1,65"
"3767,14,61,71,2,59"
"3768,28,63,87,0,66"
"3769,24,76,73,4,68"
"3770,17,66,54,2,63"
"3771,26,75,76,2,68"
"3772,17,85,93,2,68"
"3773,15,82,93,3,66"
"3774,15,69,79,1,63"
"3775,9,74,69,3,61"
"3776,23,85,51,0,68"
"3777,9,94,66,0,66"
"3778,13,90,99,1,69"
"3779,8,82,86,0,64"
"3780,19,74,86,1,68"
"3781,19,75,88,0,66"
"3782,18,95,81,0,68"
"3783,14,62,79,2,62"
