"Id,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Gender"
"5366,Medium,Medium,Yes,5,Medium,Yes,Low,Medium,Public,Neutral,3,No,College,Male"
"5367,Medium,Low,No,7,Medium,Yes,High,Medium,Public,Neutral,3,No,Postgraduate,Female"
"5368,Low,High,Yes,6,Medium,Yes,Medium,Medium,Private,Negative,3,No,High School,Male"
"5369,Medium,Medium,No,6,Medium,Yes,Medium,Medium,Public,Negative,3,No,High School,Female"
"5370,Medium,High,No,7,Medium,No,High,High,Private,Positive,2,No,Postgraduate,Female"
"5371,Medium,Low,Yes,8,Medium,Yes,Low,Medium,Private,Neutral,3,No,College,Male"
"5372,High,High,No,7,Medium,Yes,Low,High,Private,Neutral,4,No,College,Male"
"5373,Low,Medium,Yes,9,Medium,Yes,Low,Medium,Public,Negative,1,No,College,Male"
"5374,Medium,Low,No,9,Low,Yes,Low,High,Public,Positive,3,No,Postgraduate,Male"
"5375,Medium,High,No,9,Medium,Yes,High,High,Public,Neutral,2,Yes,College,Male"
"5376,Medium,High,Yes,7,Low,Yes,Medium,Medium,Public,Negative,2,No,High School,Female"
"5377,High,High,Yes,6,Low,Yes,Medium,Medium,Public,Positive,3,No,College,Male"
"5378,Medium,High,No,7,Medium,Yes,Medium,Medium,Private,Neutral,3,No,College,Male"
"5379,Low,Low,Yes,9,High,Yes,Low,Medium,Public,Positive,4,No,High School,Male"
"5380,Low,Medium,Yes,9,High,Yes,Medium,High,Public,Negative,3,No,High School,Male"
"5381,Medium,Medium,Yes,4,High,Yes,Low,Low,Public,Negative,3,No,College,Female"
"5382,Medium,Low,Yes,7,Medium,Yes,Low,Medium,Private,Negative,3,Yes,Postgraduate,Male"
"5383,Low,High,Yes,4,High,Yes,Medium,Medium,Public,Neutral,3,No,High School,Female"
"5384,Low,Medium,Yes,7,Medium,Yes,High,Medium,Private,Positive,4,No,College,Male"
"5385,Medium,High,Yes,6,Medium,Yes,Medium,Medium,Private,Positive,4,No,High School,Male"
"5386,Medium,Medium,No,6,Medium,Yes,Medium,Medium,Public,Positive,2,No,College,Male"
"5387,Low,Medium,Yes,8,Medium,Yes,High,Low,Public,Positive,4,No,College,Male"
"5388,Medium,Low,Yes,6,Low,Yes,Low,Medium,Public,Positive,4,Yes,Postgraduate,Female"
"5389,High,Low,Yes,7,Medium,Yes,Medium,High,Private,Neutral,2,No,Postgraduate,Male"
"5390,High,High,Yes,6,Medium,Yes,Low,Medium,Public,Positive,3,No,High School,Female"
"5391,High,High,Yes,7,Medium,Yes,High,Medium,Public,Positive,2,No,High School,Male"
"5392,High,Medium,Yes,8,High,No,Low,,Private,Neutral,3,No,College,Female"
"5393,Medium,High,Yes,6,High,No,Medium,Medium,Public,Neutral,3,No,College,Male"
"5394,Low,Medium,Yes,8,Medium,Yes,Low,Medium,Public,Neutral,3,No,College,Male"
"5395,Medium,High,No,7,High,Yes,Low,Medium,Public,Positive,3,No,High School,Male"
"5396,Medium,Medium,No,7,Medium,No,Low,Low,Public,Neutral,3,Yes,College,Male"
"5397,High,Medium,Yes,6,Low,Yes,Low,Medium,Private,Neutral,4,No,Postgraduate,Female"
"5398,Medium,Medium,No,8,Medium,Yes,High,Medium,Public,Neutral,3,No,High School,Male"
"5399,Medium,Medium,Yes,8,Medium,Yes,Medium,Medium,Private,Neutral,5,No,High School,Male"
"5400,Medium,Medium,No,7,Low,Yes,High,Medium,Public,Negative,2,No,Postgraduate,Male"
"5401,Medium,Medium,No,7,Medium,Yes,Low,Low,Public,Neutral,5,No,High School,Male"
"5402,Medium,Medium,No,8,Medium,Yes,High,Medium,Public,Positive,2,No,High School,Female"
"5403,Medium,Low,No,8,Low,Yes,Medium,Medium,Private,Neutral,3,No,Postgraduate,Female"
"5404,High,High,Yes,7,High,Yes,High,High,Public,Positive,3,No,College,Female"
"5405,Medium,High,Yes,9,Medium,Yes,Medium,Medium,Public,Positive,3,No,High School,Male"
"5406,Medium,High,Yes,8,Low,Yes,Medium,Medium,Public,Positive,4,Yes,High School,Female"
"5407,Medium,Medium,No,10,Medium,Yes,High,Medium,Public,Positive,1,No,College,Female"
"5408,Medium,Low,No,5,Medium,Yes,Low,,Public,Neutral,2,No,Postgraduate,Male"
"5409,Medium,Medium,Yes,8,Medium,Yes,Medium,Medium,Public,Negative,2,No,High School,Male"
"5410,Medium,Low,Yes,9,High,Yes,Medium,High,Public,Positive,0,No,Postgraduate,Female"
"5411,Medium,Medium,No,9,Low,Yes,Medium,Medium,Private,Neutral,2,No,High School,Male"
"5412,Low,Low,Yes,7,Medium,Yes,Low,Medium,Public,Positive,4,No,Postgraduate,Female"
"5413,Medium,Medium,Yes,5,Medium,Yes,Medium,Medium,Public,Neutral,2,No,College,Male"
"5414,Medium,Low,Yes,9,Medium,Yes,Low,Medium,Private,Positive,2,No,Postgraduate,Male"
"5415,High,Low,Yes,6,Low,Yes,High,Medium,Private,Positive,4,No,High School,Female"
"5416,Low,High,Yes,7,Medium,Yes,High,Medium,Public,Neutral,1,No,Postgraduate,Female"
"5417,Low,High,Yes,10,High,Yes,Medium,Medium,Private,Negative,4,No,College,Male"
"5418,High,Medium,Yes,5,Medium,No,High,Medium,Public,Neutral,4,No,High School,Female"
"5419,Low,Medium,No,8,High,Yes,Low,High,Public,Neutral,3,No,High School,Male"
"5420,Low,High,Yes,6,Medium,Yes,Low,Medium,Private,Positive,3,No,Postgraduate,Female"
"5421,Low,High,No,6,Medium,Yes,Medium,Medium,Public,Neutral,5,No,High School,Female"
"5422,High,High,No,7,Medium,Yes,Medium,Medium,Public,Negative,3,No,College,Female"
"5423,High,Medium,No,8,Medium,Yes,Low,Low,Public,Neutral,5,No,High School,Male"
"5424,Medium,Low,No,8,High,No,High,Low,Public,Positive,3,No,College,Male"
"5425,Medium,Low,No,9,High,Yes,Low,Medium,Public,Positive,3,No,High School,Female"
"5426,Medium,High,No,6,Low,Yes,High,Medium,Public,Neutral,1,No,High School,Female"
"5427,High,High,Yes,5,Medium,Yes,Low,Low,Private,Positive,3,No,Postgraduate,Male"
"5428,Low,Medium,Yes,6,High,Yes,Low,Medium,Private,Positive,3,No,High School,Female"
"5429,High,Medium,Yes,8,Low,Yes,Medium,High,Private,Positive,5,No,College,Male"
"5430,Low,Medium,Yes,7,Medium,Yes,Low,Medium,Public,Positive,4,No,High School,Male"
"5431,Medium,High,Yes,4,High,Yes,High,High,Public,Positive,4,No,College,Male"
"5432,Low,High,Yes,4,High,Yes,Medium,Medium,Private,Neutral,3,No,High School,Male"
"5433,High,Medium,Yes,7,Medium,No,Medium,Medium,Public,Positive,4,No,College,Male"
"5434,Medium,Medium,No,8,Low,Yes,Medium,Medium,Public,Neutral,4,No,College,Female"
"5435,Medium,Medium,No,6,Medium,Yes,Medium,Medium,Public,Negative,2,No,High School,Male"
"5436,Medium,High,Yes,8,High,Yes,High,Medium,Private,Neutral,3,No,Postgraduate,Male"
"5437,Medium,High,Yes,5,Medium,No,Low,Medium,Private,Negative,3,No,College,Female"
"5438,High,Low,No,7,Medium,No,Medium,High,Public,Positive,2,No,High School,Female"
"5439,Medium,Low,No,7,High,Yes,High,Low,Private,Neutral,2,No,College,Female"
"5440,Medium,Medium,No,8,Medium,Yes,Low,Medium,Private,Neutral,4,No,College,Male"
"5441,Low,Medium,Yes,5,Medium,Yes,Low,High,Public,Positive,4,No,Postgraduate,Female"
"5442,Medium,Medium,No,5,Medium,Yes,High,High,Public,Positive,3,No,High School,Male"
"5443,High,Medium,No,8,Medium,Yes,High,High,Private,Neutral,2,No,High School,Male"
"5444,Medium,High,Yes,5,Low,Yes,Low,Medium,Public,Neutral,4,No,High School,Male"
"5445,High,High,Yes,6,Low,No,Medium,Medium,Public,Positive,3,No,Postgraduate,Male"
"5446,Medium,Medium,Yes,9,High,Yes,Medium,Medium,Public,Neutral,3,No,College,Male"
"5447,Medium,Medium,Yes,7,Low,Yes,Medium,Low,Private,Negative,1,No,Postgraduate,Female"
"5448,Medium,Low,No,8,Low,Yes,High,High,Private,Neutral,1,No,High School,Male"
"5449,High,High,Yes,8,Medium,Yes,Medium,Medium,Private,Negative,2,Yes,High School,Female"
"5450,Medium,High,No,8,Medium,No,Low,High,Public,Neutral,2,No,High School,Male"
"5451,Medium,Medium,No,7,Medium,Yes,High,Medium,Private,Neutral,4,No,High School,Male"
"5452,High,Low,Yes,6,Medium,Yes,Low,Medium,Public,Negative,4,No,High School,Male"
"5453,High,Low,No,10,Low,Yes,Medium,Medium,Public,Neutral,4,Yes,High School,Female"
"5454,Medium,Medium,Yes,7,Low,Yes,Medium,Medium,Public,Negative,2,No,College,Female"
"5455,Medium,Low,Yes,7,Low,Yes,High,Medium,Public,Neutral,3,Yes,High School,Female"
"5456,Medium,Medium,No,8,High,No,High,Medium,Private,Positive,3,No,College,Female"
"5457,Medium,Medium,Yes,6,Medium,Yes,High,High,Public,Positive,3,No,High School,Female"
"5458,Medium,Medium,Yes,6,Medium,Yes,Medium,Medium,Public,Negative,4,No,Postgraduate,Female"
"5459,High,High,No,9,Medium,Yes,Medium,Medium,Private,Positive,4,No,College,Female"
"5460,Low,Medium,No,6,Medium,Yes,Low,Medium,Public,Negative,5,No,High School,Male"
"5461,Medium,High,No,8,Medium,Yes,Low,,Public,Neutral,2,Yes,College,Male"
"5462,High,Low,No,8,Medium,Yes,Low,Medium,Public,Positive,3,No,High School,Male"
"5463,Low,Low,Yes,7,Low,Yes,Medium,Medium,Private,Positive,2,No,Postgraduate,Male"
"5464,Medium,Medium,No,7,Medium,Yes,Medium,High,Public,Neutral,4,No,High School,Male"
"5465,High,Medium,No,8,High,Yes,Low,High,Public,Positive,2,No,College,Male"
"5466,High,Low,Yes,7,Low,Yes,Low,Low,Private,Positive,3,No,College,Male"
"5467,Medium,Medium,Yes,4,Medium,Yes,Medium,Medium,Private,Positive,3,No,High School,Male"
"5468,Low,Medium,Yes,9,Medium,Yes,High,Medium,Public,Positive,3,No,High School,Female"
"5469,Low,High,Yes,6,Medium,Yes,Low,Medium,Public,Positive,4,No,College,Male"
"5470,Medium,Medium,Yes,7,Low,Yes,Medium,High,Private,Positive,2,No,High School,Male"
"5471,Low,Medium,No,5,Low,Yes,Low,Medium,Public,Neutral,4,No,High School,Female"
"5472,Low,High,No,6,Low,No,Low,High,Public,Neutral,3,No,Postgraduate,Male"
"5473,High,High,No,6,High,Yes,High,High,Private,Positive,1,No,High School,Male"
"5474,High,Medium,No,7,High,Yes,Low,Medium,Public,Neutral,3,No,High School,Male"
"5475,High,Medium,Yes,6,Low,Yes,Low,Medium,Public,Neutral,3,Yes,Postgraduate,Male"
"5476,Low,Medium,Yes,10,Low,Yes,Low,Low,Public,Neutral,4,No,College,Male"
"5477,Low,Medium,No,7,Medium,Yes,Medium,Medium,Public,Neutral,5,No,High School,Male"
"5478,High,Low,No,8,Medium,Yes,Low,High,Private,Positive,3,No,High School,Male"
"5479,High,Medium,Yes,7,Medium,Yes,Low,Medium,Private,Neutral,1,No,,Female"
"5480,High,High,No,8,Medium,Yes,High,Medium,Public,Positive,3,No,College,Male"
"5481,High,Medium,Yes,4,Medium,Yes,Low,High,Public,Neutral,2,No,Postgraduate,Female"
"5482,High,Low,Yes,6,Low,Yes,High,Medium,Public,Negative,3,No,College,Male"
"5483,Medium,Medium,No,6,Low,Yes,Low,Medium,Private,Neutral,2,No,High School,Male"
"5484,Medium,Medium,No,6,High,Yes,Low,Medium,Public,Neutral,3,No,College,Female"
"5485,Medium,Medium,Yes,8,Medium,Yes,Medium,Medium,Public,Neutral,3,No,College,Male"
"5486,Medium,Medium,Yes,8,High,Yes,Low,Medium,Private,Positive,3,No,High School,Female"
"5487,Medium,Medium,Yes,7,Medium,Yes,Low,High,Public,Negative,3,No,Postgraduate,Male"
"5488,High,High,No,7,Medium,Yes,Medium,Low,Public,Neutral,2,No,College,Female"
"5489,Low,Medium,Yes,10,Medium,No,Low,High,Public,Positive,1,No,College,Male"
"5490,High,Medium,No,7,Low,Yes,High,Medium,Private,Neutral,1,No,Postgraduate,Male"
"5491,Low,High,No,4,Low,Yes,Low,Medium,Public,Negative,1,No,High School,Female"
"5492,Medium,High,Yes,8,High,Yes,Medium,Medium,Public,Negative,3,Yes,Postgraduate,Female"
"5493,High,Medium,No,8,Low,Yes,Low,High,Private,Negative,3,No,High School,Male"
"5494,Low,High,Yes,9,Low,No,Low,Medium,Private,Positive,3,No,College,Female"
"5495,Medium,Medium,Yes,8,Medium,Yes,High,Medium,Public,Positive,2,No,High School,Male"
"5496,Low,Medium,Yes,6,Medium,No,Medium,Medium,Public,Negative,2,No,High School,Male"
"5497,High,Medium,No,8,Low,Yes,High,High,Public,Neutral,2,No,High School,Female"
"5498,High,Medium,Yes,7,Medium,Yes,Low,Medium,Public,Negative,3,No,High School,Female"
"5499,High,Medium,No,9,Medium,Yes,Low,High,Public,Positive,3,No,High School,Female"
"5500,High,Medium,Yes,9,High,Yes,Medium,High,Private,Neutral,4,No,High School,Male"
"5501,High,High,Yes,7,High,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"5502,Low,Medium,No,8,High,Yes,Low,Low,Public,Neutral,6,No,High School,Female"
"5503,Medium,Medium,No,9,High,Yes,Low,Medium,Public,Neutral,4,No,High School,Male"
"5504,Medium,Low,Yes,7,Medium,Yes,Low,Medium,Public,Neutral,2,No,College,Male"
"5505,Medium,High,Yes,10,High,Yes,Medium,Medium,Private,Positive,2,No,High School,Male"
"5506,High,High,Yes,9,Low,Yes,Low,Medium,Public,Negative,4,No,Postgraduate,Male"
"5507,Medium,Medium,Yes,6,Medium,No,Low,Medium,Private,Neutral,2,No,Postgraduate,Male"
"5508,Low,High,No,7,Medium,Yes,Low,Medium,Private,Negative,2,No,College,Male"
"5509,Medium,High,Yes,8,High,No,Low,High,Public,Positive,3,No,High School,Female"
"5510,Low,High,No,10,Medium,Yes,Medium,High,Private,Positive,3,No,Postgraduate,Female"
"5511,Medium,Medium,No,8,Low,Yes,Medium,Medium,Public,Positive,3,No,Postgraduate,Male"
"5512,Medium,Medium,Yes,7,High,Yes,Low,Medium,Public,Neutral,1,Yes,High School,Male"
"5513,High,Low,Yes,9,Medium,Yes,Low,Medium,Public,Positive,2,No,Postgraduate,Male"
"5514,Low,High,Yes,7,Medium,Yes,Medium,High,Public,Neutral,4,No,High School,Male"
"5515,High,High,Yes,6,Medium,Yes,Low,Medium,Public,Positive,5,No,High School,Female"
"5516,Low,High,No,8,Medium,Yes,Low,Medium,Public,Neutral,3,Yes,College,Female"
"5517,Medium,Medium,Yes,6,Low,Yes,Low,Medium,Private,Positive,3,No,High School,Female"
"5518,Medium,Medium,No,10,Low,Yes,Low,Medium,Private,Positive,3,No,High School,Female"
"5519,Low,Medium,Yes,7,High,Yes,Low,High,Public,Neutral,4,No,College,Male"
"5520,Low,Medium,Yes,8,Low,Yes,Low,Medium,Public,Negative,2,No,College,Male"
"5521,Low,Medium,Yes,6,Medium,Yes,Medium,High,Public,Negative,4,No,College,Female"
"5522,Medium,Low,No,9,Medium,Yes,Low,High,Private,Positive,4,Yes,College,Female"
"5523,High,High,Yes,7,High,Yes,Low,Medium,Public,Negative,4,No,College,Male"
"5524,Medium,Medium,No,7,Medium,Yes,Low,Low,Public,Negative,3,No,High School,Male"
"5525,Medium,High,Yes,7,Medium,Yes,Low,Medium,Public,Positive,3,No,College,Female"
"5526,Medium,High,Yes,5,Low,Yes,High,Medium,Private,Negative,4,No,High School,Male"
"5527,Low,Medium,Yes,7,Low,Yes,Low,Medium,Public,Positive,4,Yes,College,Female"
"5528,Low,Medium,Yes,8,Medium,Yes,Medium,High,Public,Positive,1,No,Postgraduate,Female"
"5529,High,High,No,5,Low,Yes,Medium,Low,Private,Negative,3,No,College,Male"
"5530,Low,High,Yes,9,Medium,Yes,Low,High,Public,Negative,2,No,College,Female"
"5531,High,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Female"
"5532,Low,Low,No,7,High,Yes,Medium,Medium,Public,Neutral,3,No,High School,Female"
"5533,Medium,Medium,Yes,4,Low,Yes,Medium,Medium,Private,Positive,2,No,,Male"
"5534,High,Medium,Yes,7,Medium,Yes,Low,Medium,Private,Neutral,4,No,Postgraduate,Male"
"5535,Medium,Medium,No,5,Medium,Yes,High,Medium,Public,Negative,3,No,College,Male"
"5536,High,High,Yes,6,Low,Yes,Low,Medium,Public,Positive,3,No,College,Male"
"5537,Medium,Medium,No,5,Medium,Yes,Low,Medium,Public,Neutral,3,No,College,Male"
"5538,Medium,Medium,Yes,6,Medium,Yes,Medium,Medium,Public,Negative,3,No,High School,Male"
"5539,Medium,High,Yes,7,Low,Yes,Low,High,Private,Neutral,3,No,High School,Female"
"5540,High,Medium,No,7,Medium,No,Medium,High,Public,Neutral,4,No,College,Male"
"5541,Medium,High,No,8,Low,Yes,Medium,Medium,Public,Positive,3,No,High School,Male"
"5542,Medium,Low,Yes,4,High,No,Low,Low,Public,Negative,3,No,High School,Male"
"5543,High,Medium,Yes,7,Medium,Yes,Low,High,Public,Neutral,4,No,High School,Female"
"5544,Medium,Low,Yes,7,Low,Yes,Medium,Medium,Public,Positive,4,No,High School,Female"
"5545,Medium,Medium,Yes,6,Low,Yes,Medium,High,Public,Neutral,2,No,Postgraduate,Male"
"5546,High,High,No,6,Medium,Yes,Low,High,Private,Neutral,2,No,High School,Female"
"5547,Medium,High,Yes,9,Medium,Yes,Medium,Low,Private,Neutral,2,No,Postgraduate,Male"
"5548,Medium,High,Yes,10,Low,Yes,Medium,High,Private,Negative,3,No,College,Male"
"5549,High,Medium,Yes,4,Low,Yes,Medium,Medium,Private,Positive,4,No,High School,Female"
"5550,Medium,High,Yes,6,High,Yes,Low,High,Public,Positive,1,No,High School,Female"
"5551,Medium,Medium,Yes,5,Medium,Yes,Medium,Medium,Private,Negative,2,No,High School,Male"
"5552,Medium,Low,Yes,7,Low,Yes,Low,High,Public,Neutral,2,No,High School,Female"
"5553,High,Medium,No,9,Low,Yes,Medium,High,Private,Neutral,3,No,High School,Female"
"5554,Low,Medium,Yes,8,Medium,No,Low,Low,Public,Positive,4,No,Postgraduate,Male"
"5555,Medium,Medium,Yes,7,Medium,Yes,Low,Medium,Public,Negative,2,No,High School,Male"
"5556,Medium,Medium,No,7,Medium,Yes,Medium,Medium,Public,Positive,4,No,High School,Male"
"5557,Medium,Medium,No,7,Low,Yes,Low,High,Public,Negative,5,Yes,Postgraduate,Male"
"5558,Medium,Medium,Yes,8,Medium,Yes,Low,Medium,Public,Neutral,4,No,College,Male"
"5559,Medium,Low,No,8,Medium,Yes,Medium,Medium,Private,Neutral,2,No,High School,Female"
"5560,Medium,High,No,8,Medium,Yes,Low,Medium,Private,Neutral,1,No,High School,Male"
"5561,Medium,Medium,Yes,4,Medium,Yes,Low,Medium,Public,Neutral,3,No,Postgraduate,Female"
"5562,Medium,Medium,No,7,High,Yes,Medium,High,Public,Positive,4,Yes,Postgraduate,Male"
"5563,Medium,High,Yes,7,Medium,Yes,Low,High,Private,Neutral,3,No,Postgraduate,Male"
"5564,Low,Medium,Yes,8,Medium,Yes,Low,Medium,Public,Neutral,5,No,High School,Male"
"5565,Low,Medium,Yes,7,Medium,Yes,Low,Medium,Public,Neutral,0,No,High School,Male"
"5566,Medium,High,Yes,8,Medium,Yes,Low,High,Private,Neutral,3,No,Postgraduate,Male"
"5567,Medium,Medium,Yes,6,Medium,Yes,Medium,Medium,Public,Positive,4,No,Postgraduate,Female"
"5568,Low,High,No,8,Medium,Yes,High,Medium,Private,Positive,4,No,High School,Female"
"5569,Medium,Medium,Yes,9,Medium,Yes,Medium,Low,Private,Positive,2,No,College,Male"
"5570,High,Medium,No,5,Low,No,Low,High,Private,Positive,3,No,College,Female"
"5571,Low,Medium,No,5,Medium,Yes,Medium,Medium,Public,Positive,4,No,Postgraduate,Male"
"5572,Medium,Medium,No,8,Medium,Yes,Low,Medium,Public,Positive,3,No,College,Male"
"5573,High,Low,Yes,7,Medium,Yes,High,Medium,Private,Positive,3,No,High School,Male"
"5574,Low,Low,No,9,Medium,Yes,Medium,Medium,Public,Neutral,2,No,College,Female"
"5575,High,Medium,Yes,7,Medium,Yes,High,Medium,Public,Neutral,2,No,High School,Male"
"5576,High,High,No,8,Medium,Yes,Medium,Medium,Public,Positive,4,Yes,High School,Male"
"5577,Low,High,Yes,6,High,Yes,High,High,Public,Positive,3,No,High School,Female"
"5578,High,High,No,8,Low,Yes,Low,High,Public,Neutral,3,Yes,Postgraduate,Female"
"5579,Medium,Medium,Yes,8,Low,Yes,High,Medium,Public,Neutral,3,No,High School,Female"
"5580,Low,Medium,No,6,Low,Yes,Low,Low,Public,Positive,2,No,College,Female"
"5581,Medium,Medium,No,9,Medium,Yes,High,High,Public,Neutral,2,No,Postgraduate,Female"
"5582,Low,Medium,No,4,Low,Yes,Low,Low,Private,Positive,3,No,High School,Male"
"5583,Medium,High,Yes,7,Low,Yes,Medium,High,Public,Positive,3,No,College,Female"
"5584,Low,Low,Yes,5,Medium,Yes,Medium,High,Private,Positive,2,No,High School,Female"
"5585,High,High,Yes,5,Medium,Yes,Medium,High,Private,Positive,3,No,Postgraduate,Male"
"5586,Medium,High,Yes,8,Medium,Yes,Medium,High,Public,Positive,4,No,Postgraduate,Male"
"5587,Medium,High,Yes,5,Medium,No,Low,Medium,Public,Neutral,1,No,High School,Male"
"5588,Low,Medium,Yes,5,High,Yes,Low,High,Public,Negative,1,No,High School,Male"
"5589,Medium,High,No,8,High,Yes,Medium,Medium,Private,Negative,4,Yes,High School,Female"
"5590,Low,High,Yes,5,Low,Yes,High,High,Public,Neutral,2,Yes,Postgraduate,Male"
"5591,High,High,No,9,Medium,Yes,Medium,Medium,Public,Positive,2,No,High School,Male"
"5592,Low,Medium,Yes,8,Medium,Yes,Medium,Medium,Private,Positive,4,No,College,Female"
"5593,Medium,Medium,No,6,Low,Yes,Medium,Low,Public,Positive,4,No,,Male"
"5594,Medium,Medium,Yes,8,Low,Yes,Medium,High,Public,Neutral,2,No,Postgraduate,Male"
"5595,Medium,High,No,4,Medium,Yes,High,Medium,Public,Positive,3,No,High School,Female"
"5596,Medium,High,Yes,8,Medium,Yes,Low,Medium,Public,Positive,2,No,Postgraduate,Male"
"5597,Medium,Medium,Yes,5,Medium,Yes,Low,Medium,Public,Negative,2,No,High School,Female"
"5598,Medium,High,Yes,6,Medium,Yes,Low,High,Public,Positive,3,No,High School,Male"
"5599,Medium,High,Yes,6,High,Yes,Medium,High,Public,Positive,3,No,High School,Male"
"5600,High,Medium,Yes,9,Medium,Yes,Low,High,Public,Positive,3,No,College,Male"
"5601,High,Medium,No,6,High,Yes,High,Medium,Private,Positive,2,No,Postgraduate,Male"
"5602,Medium,Medium,Yes,7,Low,Yes,Low,Medium,Public,Neutral,3,No,High School,Female"
"5603,High,High,No,6,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Female"
"5604,High,Medium,No,6,Medium,Yes,Low,Medium,Private,Neutral,3,No,High School,Female"
"5605,Medium,High,No,5,Low,Yes,Medium,High,Public,Neutral,2,No,Postgraduate,Male"
"5606,Low,Medium,Yes,7,Medium,Yes,Low,High,Public,Negative,2,No,High School,Female"
"5607,Medium,Low,Yes,7,Low,Yes,Low,High,Public,Positive,5,No,High School,Female"
"5608,Medium,Low,Yes,8,High,Yes,Medium,High,Private,Positive,1,No,College,Male"
"5609,Medium,Low,Yes,7,Medium,Yes,Medium,Medium,Public,Positive,4,Yes,High School,Female"
"5610,Medium,Low,Yes,7,Medium,Yes,High,High,Public,Positive,3,No,College,Male"
"5611,Medium,Medium,Yes,8,Medium,Yes,Low,High,Private,Negative,3,No,High School,Male"
"5612,Medium,Medium,Yes,6,Medium,Yes,Medium,Medium,Public,Positive,2,No,High School,Female"
"5613,Medium,Low,No,5,Medium,Yes,Low,High,Private,Positive,1,No,High School,Female"
"5614,Low,Medium,Yes,8,High,Yes,Low,High,Private,Negative,3,No,College,Male"
"5615,Low,Medium,Yes,6,High,Yes,Medium,High,Public,Positive,2,No,College,Male"
"5616,Medium,Low,Yes,7,Medium,Yes,Medium,Medium,Private,Neutral,3,Yes,High School,Female"
"5617,Medium,Medium,Yes,6,Medium,Yes,Low,Medium,Public,Neutral,4,Yes,High School,Female"
"5618,High,High,No,6,Medium,Yes,High,Medium,Public,Neutral,4,No,High School,Male"
"5619,Low,Low,No,4,Low,Yes,Low,Medium,Public,Neutral,3,No,Postgraduate,Male"
"5620,Low,Low,No,8,High,Yes,Medium,Medium,Private,Positive,4,No,High School,Male"
"5621,Medium,High,No,4,High,Yes,Low,Medium,Public,Negative,3,No,College,Female"
"5622,Medium,High,Yes,9,Medium,Yes,High,Medium,Private,Neutral,1,No,High School,Male"
"5623,Medium,Medium,Yes,9,Low,Yes,Low,High,Public,Negative,4,No,College,Male"
"5624,Medium,Medium,No,6,Low,Yes,Low,High,Private,Positive,2,No,High School,Male"
"5625,Low,High,No,9,Low,Yes,High,Medium,Public,Positive,1,No,High School,Female"
"5626,Low,High,No,10,Low,No,Low,Medium,Public,Positive,3,No,College,Female"
"5627,Low,Medium,No,7,High,Yes,High,Medium,Private,Neutral,1,No,College,Female"
"5628,Medium,Medium,Yes,8,High,Yes,Medium,High,Public,Positive,3,No,High School,Male"
"5629,High,Medium,No,7,Low,Yes,Low,Medium,Public,Positive,3,No,High School,Male"
"5630,Medium,Low,Yes,9,Medium,Yes,Low,High,Public,Negative,3,No,Postgraduate,Female"
"5631,Low,High,Yes,5,Low,Yes,Medium,Medium,Public,Negative,3,No,High School,Female"
"5632,High,Medium,Yes,7,Low,Yes,Low,Medium,Public,Positive,3,No,High School,Female"
"5633,High,Medium,Yes,8,Low,Yes,Medium,Medium,Private,Positive,5,Yes,High School,Female"
"5634,Low,High,Yes,8,Medium,Yes,Low,High,Public,Positive,3,No,High School,Female"
"5635,Medium,Low,Yes,7,Low,Yes,High,Medium,Public,Neutral,2,No,Postgraduate,Female"
"5636,Low,Low,Yes,9,Medium,Yes,Low,,Public,Neutral,3,No,,Female"
"5637,Low,Medium,Yes,7,Medium,Yes,Low,High,Public,Neutral,3,No,Postgraduate,Female"
"5638,Medium,Medium,Yes,7,Low,Yes,Medium,High,Public,Negative,2,No,High School,Male"
"5639,High,High,No,8,Medium,Yes,High,Medium,Private,Negative,1,No,High School,Male"
"5640,Medium,Low,No,7,High,Yes,Low,Medium,Public,Negative,2,Yes,College,Female"
"5641,High,Medium,Yes,7,Low,Yes,High,Medium,Public,Positive,2,No,High School,Male"
"5642,Medium,Medium,No,6,Medium,Yes,Low,High,Private,Negative,2,No,High School,Female"
"5643,High,High,Yes,10,Medium,Yes,Low,Medium,Private,Neutral,4,No,High School,Male"
"5644,Medium,Medium,Yes,6,Medium,Yes,Low,Low,Public,Positive,4,Yes,High School,Male"
"5645,Low,Medium,Yes,8,Low,Yes,Medium,High,Public,Neutral,3,Yes,College,Male"
"5646,High,High,Yes,10,Medium,Yes,Low,Medium,Public,Positive,3,No,Postgraduate,Male"
"5647,Medium,High,No,5,Medium,Yes,High,High,Public,Positive,3,No,College,Male"
"5648,Medium,High,Yes,8,Low,No,Medium,High,Public,Positive,4,No,College,Male"
"5649,Medium,Medium,Yes,7,Medium,No,High,Medium,Public,Neutral,4,No,College,Female"
"5650,Medium,Medium,Yes,10,Medium,Yes,Low,High,Public,Positive,4,No,Postgraduate,Male"
"5651,Medium,Medium,No,6,Medium,Yes,High,Medium,Public,Neutral,1,No,High School,Male"
"5652,Medium,High,Yes,6,Low,Yes,Medium,High,Public,Negative,5,No,High School,Male"
