"Id,Hours_Studied,Attendance,Previous_Scores,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Exam_Score,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Gender"
"4583,20,93,60,7,0,3,69,High,Medium,No,High,Yes,Low,High,Public,Neutral,No,High School,Male"
"4584,25,73,56,7,2,4,93,Medium,Medium,Yes,Medium,Yes,High,Medium,Public,Neutral,No,High School,Female"
"4585,19,99,100,6,1,1,72,High,Medium,Yes,Medium,Yes,Low,Medium,Private,Positive,No,High School,Male"
"4586,27,88,72,7,1,1,71,Medium,High,No,Medium,Yes,Low,High,Public,Positive,No,High School,Female"
"4587,26,62,59,6,1,3,63,Medium,Medium,No,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"4588,26,61,95,7,0,3,65,High,Low,Yes,Low,No,Medium,High,Public,Neutral,No,Postgraduate,Male"
"4589,17,67,62,6,0,3,61,Low,Medium,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,College,Female"
"4590,14,89,96,9,2,3,66,Medium,Low,No,Low,Yes,Low,High,Private,Neutral,No,College,Female"
"4591,16,67,56,5,1,2,61,Medium,Medium,Yes,Low,Yes,Low,Medium,Public,Negative,No,College,Female"
"4592,21,80,92,7,1,3,67,Medium,Medium,No,Low,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"4593,23,64,59,5,3,5,64,Medium,Low,Yes,Medium,Yes,Low,Medium,Public,Positive,No,High School,Female"
"4594,7,97,97,6,3,2,69,Low,High,No,Medium,Yes,Medium,High,Private,Positive,No,College,Female"
"4595,20,74,79,6,1,2,64,Low,Medium,No,Medium,Yes,High,,Public,Neutral,Yes,College,Male"
"4596,21,96,59,7,2,2,70,Medium,Medium,Yes,Low,Yes,High,Medium,Public,Negative,No,College,Male"
"4597,18,98,92,7,2,4,73,High,Medium,Yes,Medium,Yes,Low,High,Private,Neutral,No,High School,Male"
"4598,28,60,70,5,0,5,63,Low,Medium,Yes,Low,Yes,Low,Medium,Private,Neutral,No,High School,Male"
"4599,23,79,87,6,2,4,68,Medium,Medium,Yes,Medium,No,Low,High,Public,Neutral,No,College,Male"
"4600,28,61,82,6,0,3,64,Low,Low,Yes,Low,Yes,Medium,High,Public,Positive,No,College,Female"
"4601,19,96,86,5,3,3,69,Medium,Low,Yes,Medium,No,Medium,Medium,Public,Positive,No,High School,Male"
"4602,26,81,67,9,3,2,69,Medium,Medium,Yes,Medium,Yes,Low,Medium,Public,Neutral,No,College,Female"
"4603,30,63,97,5,2,2,67,High,Low,No,High,Yes,Low,High,Public,Positive,Yes,College,Female"
"4604,28,64,78,7,3,4,69,High,Low,Yes,Medium,Yes,Medium,High,Private,Positive,No,Postgraduate,Male"
"4605,13,75,54,10,1,3,62,Medium,High,No,Medium,Yes,Low,Medium,Private,Negative,Yes,College,Male"
"4606,18,98,53,9,0,1,66,Low,Medium,No,Medium,Yes,High,Medium,Public,Neutral,No,High School,Male"
"4607,18,88,87,8,2,2,68,Low,Medium,No,Medium,Yes,Medium,High,Public,Neutral,No,Postgraduate,Female"
"4608,23,95,92,7,1,1,71,High,Low,No,High,Yes,Low,Medium,Public,Positive,No,High School,Female"
"4609,24,75,85,8,1,2,66,Medium,Low,No,Medium,Yes,Low,Medium,Public,Positive,Yes,Postgraduate,Male"
"4610,15,62,64,8,2,4,62,Low,High,No,High,Yes,Low,Medium,Public,Neutral,No,College,Female"
"4611,20,99,61,9,1,4,68,Low,Low,Yes,Low,Yes,High,Medium,Private,Neutral,No,High School,Male"
"4612,8,61,78,7,0,3,59,Medium,Low,Yes,Medium,Yes,Medium,Medium,Private,Positive,No,High School,Female"
"4613,29,98,60,9,0,4,70,Medium,Medium,Yes,Low,Yes,Low,Medium,Private,Negative,No,High School,Female"
"4614,17,75,69,7,1,4,66,High,Low,Yes,Medium,Yes,High,Medium,Public,Positive,No,High School,Male"
"4615,20,60,81,10,3,3,65,Medium,Medium,Yes,Medium,Yes,Low,Medium,Public,Positive,No,College,Male"
"4616,18,88,64,7,0,4,66,Medium,Medium,No,Low,Yes,Medium,Low,Public,Positive,No,College,Male"
"4617,27,99,69,5,2,2,73,Medium,Medium,Yes,Medium,Yes,Medium,Low,Public,Positive,No,Postgraduate,Male"
"4618,3,99,68,7,2,3,65,Medium,Low,Yes,Medium,Yes,High,Medium,Private,Neutral,No,High School,Female"
"4619,20,66,73,8,0,3,65,Medium,High,Yes,Medium,Yes,High,Low,Public,Positive,No,High School,Male"
"4620,19,67,84,9,0,3,64,High,Medium,No,Low,Yes,Medium,Medium,Public,Positive,No,,Female"
"4621,17,83,89,6,0,4,69,Medium,Medium,Yes,High,Yes,Low,Medium,Public,Positive,No,Postgraduate,Male"
"4622,30,85,83,4,2,3,74,Medium,Medium,No,Low,Yes,High,High,Public,Positive,No,Postgraduate,Female"
"4623,15,90,51,8,2,2,68,High,High,Yes,High,Yes,High,Medium,Public,Negative,No,High School,Female"
"4624,25,67,95,8,0,4,65,Low,Medium,No,Medium,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Female"
"4625,22,98,79,5,2,5,72,Medium,High,Yes,Medium,No,High,Medium,Public,Neutral,No,High School,Male"
"4626,28,86,96,7,2,4,71,Medium,Medium,Yes,Medium,Yes,Medium,Low,Public,Neutral,No,High School,Male"
"4627,16,94,98,7,0,4,69,High,Medium,No,Medium,Yes,Low,Medium,Public,Neutral,No,High School,Female"
"4628,16,82,73,8,3,1,67,Low,High,Yes,Low,Yes,Low,High,Public,Positive,No,College,Male"
"4629,27,77,96,6,0,3,71,Medium,High,Yes,Low,Yes,Medium,High,Public,Positive,No,Postgraduate,Male"
"4630,23,99,68,6,1,3,68,Low,Low,Yes,High,Yes,Medium,Medium,Public,Neutral,Yes,College,Male"
"4631,11,83,63,7,3,2,63,Low,Medium,No,High,Yes,High,Medium,Public,Negative,No,,Female"
"4632,17,95,54,5,2,2,69,High,Medium,No,Low,Yes,High,High,Public,Neutral,No,College,Female"
"4633,22,98,73,10,1,4,68,Medium,Low,No,Medium,Yes,Low,Low,Public,Negative,Yes,College,Female"
"4634,25,87,84,8,2,4,73,High,High,Yes,Low,Yes,High,Medium,Public,Positive,No,College,Male"
"4635,16,82,99,6,3,2,69,Medium,Medium,Yes,Medium,Yes,High,Medium,Public,Positive,No,High School,Male"
"4636,3,60,76,5,0,4,58,Medium,Medium,Yes,Medium,Yes,Medium,High,Private,Neutral,No,High School,Female"
"4637,23,62,87,5,1,3,65,High,Low,No,Medium,Yes,High,Low,Private,Positive,No,High School,Male"
"4638,13,68,95,8,2,4,63,Medium,Medium,Yes,Medium,Yes,Low,Low,Private,Positive,No,High School,Male"
"4639,8,67,77,5,1,2,59,Low,Low,No,Low,Yes,Medium,High,Public,Positive,No,College,Male"
"4640,3,70,58,7,0,2,58,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Private,Neutral,No,High School,Male"
"4641,25,72,92,4,1,2,66,Medium,Medium,Yes,High,Yes,Low,Medium,Private,Negative,Yes,High School,Male"
"4642,21,74,79,8,0,4,67,Medium,High,Yes,Medium,Yes,Low,High,Private,Positive,No,High School,Male"
"4643,19,77,88,8,3,3,67,High,Medium,Yes,Medium,No,Low,Medium,Public,Positive,No,College,Male"
"4644,28,64,83,7,2,4,67,High,Medium,No,Low,Yes,High,Medium,Private,Neutral,No,High School,Male"
"4645,24,62,53,7,0,6,65,High,Low,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,Postgraduate,Female"
"4646,30,87,58,8,1,1,71,High,Medium,Yes,High,Yes,Low,Medium,Public,Negative,No,College,Male"
"4647,12,81,64,7,2,3,66,Medium,Medium,Yes,High,Yes,High,Medium,Public,Neutral,No,High School,Male"
"4648,20,78,64,8,2,2,68,Medium,High,Yes,Medium,Yes,High,Medium,Private,Positive,No,High School,Female"
"4649,10,85,92,5,0,4,65,Medium,High,Yes,Medium,Yes,Low,High,Private,Positive,Yes,High School,Female"
"4650,19,93,80,8,1,3,71,High,High,No,Medium,Yes,Medium,Medium,Private,Neutral,No,College,Male"
"4651,19,77,54,7,2,4,64,Medium,Low,Yes,Low,Yes,Low,Medium,Private,Positive,No,High School,Female"
"4652,24,86,69,9,1,3,72,Medium,High,Yes,High,Yes,Medium,High,Public,Neutral,No,Postgraduate,Male"
"4653,20,98,78,7,4,2,69,Low,Low,No,Low,Yes,High,High,Public,Neutral,No,High School,Male"
"4654,24,94,63,7,1,3,70,Medium,Medium,No,Medium,Yes,Low,High,Public,Neutral,No,High School,Male"
"4655,24,77,52,6,0,4,66,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Private,Negative,No,High School,Male"
"4656,33,86,69,9,0,3,70,Medium,Medium,No,Medium,No,Medium,Medium,Public,Neutral,No,College,Female"
"4657,18,67,73,4,0,2,62,High,Low,No,Low,Yes,Medium,Medium,Private,Neutral,No,Postgraduate,Male"
"4658,14,82,95,8,1,3,66,Low,Medium,Yes,Medium,Yes,Low,Medium,Private,Neutral,No,Postgraduate,Male"
"4659,21,99,95,7,2,1,70,High,Low,No,Low,Yes,Low,Medium,Public,Negative,No,High School,Female"
"4660,15,81,75,7,1,1,63,Low,Low,Yes,Low,Yes,Medium,High,Public,Negative,No,Postgraduate,Male"
"4661,29,97,74,7,1,4,73,High,Medium,Yes,Medium,Yes,Medium,Low,Public,Positive,Yes,High School,Female"
"4662,18,76,82,7,2,4,70,Medium,High,Yes,High,Yes,Medium,High,Public,Neutral,No,Postgraduate,Female"
"4663,17,100,63,8,1,5,71,High,High,No,Low,Yes,Low,Medium,Private,Positive,No,High School,Male"
"4664,17,83,64,6,1,4,65,Low,Medium,No,Medium,Yes,Medium,Medium,Private,Positive,No,High School,Female"
"4665,24,62,50,7,1,2,64,Medium,Low,Yes,Medium,Yes,High,High,Private,Negative,No,Postgraduate,Male"
"4666,19,83,54,8,1,4,66,High,Low,Yes,Medium,Yes,Low,Medium,Private,Positive,No,High School,Male"
"4667,16,71,59,6,1,3,82,Low,Low,Yes,High,Yes,Low,High,Public,Positive,No,Postgraduate,Male"
"4668,30,61,82,8,2,3,68,Low,High,Yes,Low,Yes,Low,High,Public,Neutral,No,Postgraduate,Female"
"4669,15,93,61,8,1,4,67,Medium,Medium,No,High,Yes,Medium,Medium,Public,Neutral,No,High School,Female"
"4670,20,71,56,6,5,5,68,Low,High,Yes,High,Yes,Medium,Medium,Private,Positive,No,College,Male"
"4671,24,92,81,5,2,3,69,Low,High,Yes,Medium,Yes,Low,Medium,Private,Negative,Yes,High School,Male"
"4672,10,72,83,6,0,4,63,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"4673,23,68,53,7,3,3,66,Medium,High,No,High,Yes,High,Medium,Public,Neutral,No,High School,Female"
"4674,14,99,89,7,0,2,68,Medium,Medium,No,High,No,Medium,Medium,Private,Positive,No,Postgraduate,Female"
"4675,25,74,80,9,4,3,71,High,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,College,Female"
"4676,14,84,70,6,2,3,69,Medium,High,Yes,High,Yes,High,Medium,Public,Positive,No,College,Female"
"4677,24,84,99,6,1,2,70,Low,Medium,Yes,Medium,Yes,Medium,High,Public,Positive,No,Postgraduate,Female"
"4678,27,82,51,8,3,2,70,Medium,Medium,No,High,Yes,High,Medium,Public,Neutral,No,College,Male"
"4679,25,97,77,6,1,4,73,Medium,Medium,Yes,Low,Yes,Low,High,Private,Positive,No,Postgraduate,Male"
"4680,22,87,58,6,0,4,68,Medium,High,Yes,Medium,Yes,Low,Medium,Private,Neutral,No,High School,Female"
"4681,19,76,66,6,1,3,65,Medium,Low,Yes,Medium,Yes,High,Medium,Public,Positive,No,High School,Male"
"4682,17,94,57,4,4,4,72,High,High,Yes,Medium,Yes,Medium,High,Public,Neutral,No,High School,Male"
"4683,29,67,83,8,2,4,67,High,Low,Yes,Medium,Yes,Low,Medium,Private,Positive,Yes,High School,Female"
"4684,16,82,70,8,4,4,68,Low,Medium,Yes,High,Yes,Low,High,Public,Neutral,No,College,Female"
"4685,14,98,99,8,0,3,69,Medium,Medium,Yes,Low,Yes,High,Medium,Public,Neutral,No,High School,Male"
"4686,24,85,83,10,1,4,70,Medium,Medium,Yes,Low,Yes,Medium,High,Public,Positive,No,College,Female"
"4687,15,93,96,9,1,2,69,High,Medium,Yes,Medium,Yes,Medium,Medium,Public,Negative,No,High School,Female"
"4688,14,86,62,6,1,2,68,High,High,Yes,Medium,Yes,Medium,Medium,Private,Positive,No,High School,Male"
"4689,11,94,66,9,2,2,65,Medium,Medium,No,Medium,No,Low,High,Private,Positive,No,High School,Male"
"4690,17,98,68,7,1,4,70,Medium,High,Yes,Medium,Yes,Low,Medium,Public,Positive,No,College,Male"
"4691,20,71,92,6,1,4,65,Medium,Low,Yes,High,Yes,Low,Medium,Private,Negative,No,College,Male"
"4692,21,67,61,6,0,3,61,Medium,Low,No,Medium,Yes,Low,Medium,Private,Positive,No,High School,Female"
"4693,26,79,97,7,1,2,69,Medium,Low,No,Medium,Yes,High,Medium,Private,Positive,No,High School,Male"
"4694,23,88,52,7,0,4,67,Medium,Low,Yes,Medium,Yes,Medium,Low,Public,Neutral,No,High School,Male"
"4695,19,69,94,9,1,3,65,Medium,Medium,Yes,Medium,Yes,Low,High,Public,Positive,No,High School,Male"
"4696,19,60,73,8,3,3,63,Medium,Medium,No,High,Yes,Medium,Low,Private,Neutral,No,High School,Male"
"4697,23,74,76,6,0,4,67,Medium,High,Yes,Medium,Yes,Medium,High,Private,Negative,No,High School,Male"
"4698,28,99,100,5,6,5,76,High,Low,No,Medium,Yes,Medium,Medium,Private,Neutral,No,High School,Female"
"4699,21,88,94,8,0,3,70,Medium,Medium,No,Medium,Yes,Medium,High,Public,Neutral,No,College,Male"
"4700,17,76,95,8,1,4,67,Medium,High,Yes,Low,Yes,Low,Medium,Private,Neutral,No,Postgraduate,Female"
"4701,14,68,79,9,2,4,66,High,High,Yes,Low,Yes,Low,Medium,Private,Positive,No,College,Female"
"4702,11,74,98,7,1,2,65,Medium,High,Yes,Low,Yes,Low,Medium,Public,Positive,No,High School,Male"
"4703,24,67,84,8,0,1,65,Low,High,No,High,Yes,Low,Medium,Public,Neutral,No,College,Female"
"4704,23,64,91,8,2,3,63,Low,Medium,No,Medium,Yes,Low,Medium,Public,Negative,No,High School,Female"
"4705,23,96,86,5,3,3,74,Medium,High,Yes,Medium,Yes,Medium,High,Public,Neutral,Yes,,Male"
"4706,19,100,89,7,2,3,72,Low,High,Yes,High,Yes,High,Low,Private,Neutral,No,College,Male"
"4707,28,67,82,8,1,4,68,High,High,No,Low,Yes,High,Low,Public,Neutral,No,High School,Female"
"4708,17,62,86,8,2,4,62,Medium,Low,No,High,Yes,Medium,Medium,Public,Neutral,No,High School,Female"
"4709,26,73,72,7,1,3,65,Low,High,No,Medium,Yes,Low,Low,Private,Neutral,No,College,Male"
"4710,20,78,85,10,1,3,69,High,Medium,Yes,Medium,Yes,High,High,Private,Negative,No,High School,Male"
"4711,16,68,64,10,2,2,61,Medium,Low,Yes,Medium,Yes,High,Low,Public,Negative,No,High School,Male"
"4712,24,72,82,7,2,4,67,Medium,Medium,Yes,High,Yes,Medium,Medium,Private,Positive,No,High School,Male"
"4713,22,68,76,7,1,4,66,Medium,High,No,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"4714,22,91,95,8,1,2,70,Low,Medium,Yes,Medium,Yes,Low,High,Private,Neutral,No,High School,Male"
"4715,20,89,84,7,5,3,72,Medium,High,No,Low,Yes,High,Medium,Public,Neutral,No,Postgraduate,Male"
"4716,20,85,80,9,3,3,69,High,Low,Yes,Medium,Yes,Low,Medium,Private,Neutral,No,Postgraduate,Male"
"4717,34,75,66,5,0,3,68,Low,Medium,Yes,Medium,Yes,Low,Medium,Private,Positive,No,High School,Male"
"4718,27,96,93,7,2,2,74,Medium,Medium,No,Medium,Yes,Medium,Medium,Public,Neutral,No,College,Male"
"4719,24,99,53,8,1,3,70,High,Medium,No,High,Yes,Low,Medium,Private,Neutral,Yes,High School,Male"
"4720,21,67,95,9,1,4,67,Medium,Medium,Yes,High,Yes,Medium,Medium,Private,Positive,No,High School,Male"
"4721,26,69,83,5,4,2,68,Medium,Medium,Yes,Medium,Yes,Medium,High,Private,Neutral,No,High School,Female"
"4722,23,81,59,6,2,1,69,High,Low,No,Medium,Yes,High,High,Private,Neutral,No,Postgraduate,Female"
"4723,20,64,95,4,4,4,66,High,Low,No,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"4724,18,77,66,6,3,3,66,Medium,Low,No,High,Yes,Medium,High,Public,Positive,No,College,Male"
"4725,20,83,58,5,1,3,68,High,High,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"4726,1,81,66,8,1,2,60,Medium,Medium,Yes,Medium,Yes,Low,Medium,Public,Negative,No,College,Male"
"4727,21,73,98,7,0,4,69,High,Medium,No,High,Yes,High,High,Public,Positive,Yes,Postgraduate,Male"
"4728,17,82,88,7,1,1,66,High,Medium,No,Medium,Yes,Medium,Medium,Public,Negative,Yes,High School,Male"
"4729,30,98,96,7,1,3,77,Medium,High,Yes,Medium,Yes,Medium,Medium,Private,Neutral,No,Postgraduate,Female"
"4730,20,68,65,9,1,5,63,Medium,Low,No,Low,Yes,High,Medium,Public,Negative,No,College,Male"
"4731,13,86,54,5,3,3,66,Medium,Low,Yes,Medium,Yes,High,High,Public,Neutral,Yes,College,Male"
"4732,20,62,78,4,1,4,64,High,Medium,Yes,Medium,No,High,Medium,Private,Positive,No,High School,Female"
"4733,14,63,74,8,1,4,63,High,High,No,Medium,Yes,Low,Medium,Private,Neutral,No,Postgraduate,Female"
"4734,23,82,86,6,0,4,68,Low,Medium,Yes,Medium,Yes,High,Medium,Public,Neutral,No,High School,Male"
"4735,22,64,77,5,1,2,65,High,Medium,No,Medium,Yes,High,Medium,Private,Negative,No,College,Male"
"4736,26,61,70,8,1,4,65,High,Medium,Yes,Low,Yes,Medium,Medium,Private,Neutral,Yes,Postgraduate,Male"
"4737,15,67,50,4,0,1,64,High,High,Yes,Low,Yes,Medium,,Public,Positive,No,College,Male"
"4738,20,83,73,6,0,3,68,High,Medium,Yes,Medium,Yes,High,Medium,Public,Positive,No,College,Male"
"4739,12,88,56,4,0,2,62,Low,Medium,Yes,Medium,Yes,Low,High,Private,Neutral,No,High School,Male"
"4740,24,68,96,7,1,3,67,Medium,Medium,Yes,Medium,Yes,Low,High,Public,Positive,No,High School,Male"
"4741,23,87,96,9,1,1,73,High,High,Yes,High,Yes,Medium,Medium,Private,Positive,No,College,Female"
"4742,23,67,90,6,2,3,69,High,High,Yes,Medium,Yes,High,Medium,Private,Positive,No,High School,Female"
"4743,20,85,58,6,0,2,65,Medium,Medium,No,Low,Yes,Low,Medium,Private,Negative,No,Postgraduate,Male"
"4744,22,76,57,10,1,3,66,Medium,Medium,Yes,Medium,Yes,Medium,High,Private,Neutral,No,High School,Male"
"4745,30,86,78,8,4,2,73,High,Medium,No,Medium,Yes,Medium,Low,Public,Positive,No,College,Male"
"4746,18,100,86,10,1,3,72,High,Medium,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"4747,21,98,95,7,3,1,72,Medium,Medium,Yes,Low,Yes,High,Low,Public,Neutral,No,High School,Male"
"4748,13,60,95,7,1,1,61,Low,High,Yes,Medium,Yes,Low,Medium,Private,Positive,No,High School,Female"
"4749,15,95,58,9,2,3,69,High,Medium,Yes,Low,Yes,Low,High,Private,Neutral,No,High School,Female"
"4750,21,63,100,7,1,2,66,High,Medium,No,Medium,Yes,High,Medium,Private,Neutral,No,Postgraduate,Female"
"4751,27,98,58,7,1,3,74,High,High,No,Medium,Yes,High,Medium,Public,Positive,No,Postgraduate,Female"
"4752,18,71,92,4,1,4,64,High,Low,Yes,Medium,Yes,Low,Medium,Public,Negative,Yes,College,Female"
"4753,19,75,79,10,1,2,66,Medium,High,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Female"
"4754,18,64,84,8,2,3,64,High,Medium,Yes,Medium,No,Medium,Medium,Public,Neutral,No,College,Female"
"4755,17,64,80,7,3,4,66,High,High,No,Low,Yes,Medium,Medium,Private,Positive,No,High School,Male"
"4756,22,89,93,8,2,5,72,Medium,High,No,Medium,Yes,High,Low,Private,Neutral,No,High School,Male"
"4757,11,98,82,5,1,2,71,High,High,Yes,High,Yes,Medium,Medium,Private,Neutral,No,Postgraduate,Male"
"4758,28,84,92,6,1,3,70,High,Medium,Yes,Medium,Yes,Medium,Medium,Public,Negative,Yes,High School,Female"
"4759,16,89,58,8,2,3,67,High,Medium,Yes,Low,Yes,Low,Medium,Public,Neutral,No,College,Male"
"4760,24,90,93,7,1,2,71,Medium,High,No,Low,Yes,Low,High,Public,Neutral,Yes,Postgraduate,Male"
"4761,12,71,100,8,2,3,63,Medium,Low,No,Medium,Yes,High,Medium,Public,Neutral,Yes,College,Male"
"4762,24,62,83,7,1,2,64,Medium,High,No,Low,Yes,Medium,Low,Public,Neutral,No,College,Female"
"4763,24,60,99,8,2,1,64,Medium,Medium,Yes,Medium,Yes,Low,Low,Public,Neutral,No,High School,Male"
"4764,22,74,61,5,1,3,65,Medium,Low,No,Medium,Yes,Low,Medium,Public,Positive,No,Postgraduate,Female"
"4765,14,70,91,9,2,4,65,Medium,Medium,Yes,High,Yes,Medium,Medium,Public,Neutral,No,High School,Female"
"4766,21,62,58,6,2,3,62,Medium,Low,No,Medium,Yes,Low,High,Private,Neutral,No,College,Female"
"4767,13,67,76,7,2,5,65,High,High,Yes,Medium,Yes,Low,Medium,Private,Neutral,No,High School,Male"
"4768,18,65,83,6,1,2,64,Medium,High,No,Low,Yes,Medium,High,Private,Neutral,No,High School,Male"
"4769,26,97,83,7,2,3,74,Medium,Medium,Yes,Low,Yes,Low,Medium,Public,Positive,No,Postgraduate,Male"
"4770,25,66,84,7,2,1,67,Medium,High,Yes,Low,Yes,High,Medium,Public,Positive,No,High School,Male"
"4771,20,82,66,8,0,2,66,Low,Medium,No,Low,Yes,High,Medium,Public,Positive,No,Postgraduate,Male"
"4772,14,84,99,8,3,4,70,High,High,No,Medium,No,Medium,High,Public,Neutral,No,Postgraduate,Female"
"4773,24,82,50,8,0,2,68,Medium,High,No,Medium,Yes,Medium,Medium,Public,Positive,No,Postgraduate,Male"
"4774,20,64,81,6,0,1,64,Medium,Medium,No,Medium,Yes,High,High,Public,Positive,No,,Female"
"4775,6,73,93,8,0,1,58,Medium,Medium,No,Low,Yes,Low,Medium,Private,Neutral,Yes,High School,Female"
"4776,25,62,95,7,1,4,65,Medium,Medium,Yes,Low,Yes,High,Medium,Public,Neutral,Yes,College,Male"
"4777,20,76,86,7,2,5,68,Medium,High,Yes,Medium,Yes,Medium,Medium,Public,Negative,No,High School,Female"
"4778,27,68,79,8,2,1,64,Low,Medium,No,Medium,Yes,Low,High,Private,Negative,Yes,Postgraduate,Female"
"4779,13,82,73,5,4,4,66,Medium,High,No,Low,Yes,Low,Medium,Public,Negative,No,High School,Male"
"4780,1,88,72,4,3,2,92,Medium,High,Yes,High,Yes,Medium,Medium,Private,Negative,No,College,Male"
"4781,22,81,71,9,2,4,69,High,Medium,Yes,Medium,Yes,High,Low,Public,Negative,No,High School,Male"
"4782,22,77,85,7,2,2,68,Medium,High,No,Low,Yes,Low,Medium,Public,Neutral,No,College,Male"
"4783,10,75,87,8,2,4,63,Medium,Medium,No,Low,Yes,Medium,Medium,Public,Positive,Yes,High School,Female"
"4784,14,94,76,6,0,3,64,Low,Medium,Yes,Medium,No,Low,Low,Public,Neutral,No,High School,Male"
"4785,37,69,87,9,1,2,68,Medium,High,Yes,Medium,No,Low,Medium,Public,Negative,No,College,Female"
"4786,18,89,76,8,0,2,67,Medium,Low,No,High,Yes,Low,Medium,Public,Positive,No,High School,Male"
"4787,24,90,55,7,1,2,68,Low,Medium,Yes,Medium,Yes,High,Medium,Public,Negative,No,Postgraduate,Male"
"4788,16,77,93,7,1,2,66,Medium,Medium,Yes,Medium,Yes,Low,Medium,Public,Positive,No,,Male"
"4789,7,72,94,4,4,4,66,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Private,Positive,No,Postgraduate,Male"
"4790,19,79,63,8,4,2,68,Medium,High,Yes,Medium,Yes,Low,High,Public,Neutral,No,High School,Male"
"4791,18,64,89,9,1,3,64,Medium,High,Yes,Low,Yes,Medium,High,Private,Neutral,No,High School,Male"
"4792,18,62,76,7,2,3,63,High,Medium,Yes,Medium,Yes,Medium,Medium,Private,Negative,Yes,College,Female"
"4793,19,64,56,7,0,4,62,Medium,Medium,Yes,Medium,Yes,Low,Medium,Private,Neutral,No,High School,Female"
"4794,22,67,70,7,2,2,66,Medium,High,No,High,Yes,Low,Medium,Private,Positive,No,High School,Male"
"4795,19,80,54,9,0,2,65,High,Medium,Yes,Medium,Yes,Low,Medium,Public,Negative,No,Postgraduate,Male"
"4796,12,94,89,9,1,3,66,Medium,Low,Yes,Medium,Yes,Low,Low,Private,Negative,No,High School,Male"
"4797,23,69,60,6,2,4,66,Medium,High,Yes,Medium,Yes,Low,High,Private,Negative,No,High School,Male"
"4798,8,97,58,8,2,2,69,Medium,High,Yes,High,Yes,High,Medium,Public,Neutral,No,College,Female"
"4799,8,98,60,7,1,3,67,Low,Medium,Yes,Medium,Yes,High,High,Private,Negative,No,Postgraduate,Female"
"4800,24,98,61,8,6,3,75,Medium,High,No,Medium,Yes,Medium,High,Private,Positive,No,High School,Female"
"4801,23,94,84,6,0,3,73,High,Medium,Yes,High,Yes,Low,High,Public,Neutral,No,Postgraduate,Male"
"4802,20,75,82,9,0,5,66,Medium,Medium,Yes,High,Yes,Low,Low,Public,Positive,No,College,Female"
"4803,12,63,56,8,4,4,61,Medium,Medium,No,Low,Yes,Medium,Medium,Public,Positive,No,College,Male"
"4804,16,83,86,9,5,4,68,Medium,Medium,Yes,Medium,Yes,Low,High,Private,Negative,No,High School,Female"
"4805,18,82,67,5,1,4,67,Medium,Medium,Yes,High,No,Medium,High,Public,Neutral,No,College,Male"
"4806,10,94,73,5,1,3,66,Medium,High,No,Medium,Yes,Medium,Medium,Public,Negative,No,High School,Male"
"4807,16,100,56,10,1,2,69,Medium,High,No,Medium,Yes,High,Medium,Public,Neutral,No,High School,Female"
"4808,24,80,85,9,3,4,69,Medium,Medium,No,Low,Yes,Low,Medium,Public,Positive,No,High School,Male"
"4809,29,74,69,6,1,1,67,Medium,High,Yes,Medium,Yes,Low,High,Private,Negative,No,College,Female"
"4810,17,67,82,8,0,4,65,High,Medium,No,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Female"
"4811,25,60,71,6,2,2,63,Medium,Low,No,Low,Yes,High,Medium,Public,Positive,No,High School,Male"
"4812,9,80,52,4,1,2,63,Medium,Low,Yes,Low,Yes,High,Medium,Public,Positive,No,Postgraduate,Female"
"4813,24,82,85,4,1,2,66,Medium,Medium,No,Low,No,Low,Medium,Public,Negative,No,High School,Male"
"4814,15,93,78,7,0,4,66,Medium,Medium,Yes,Low,Yes,Medium,Medium,Public,Negative,No,High School,Male"
"4815,22,80,72,9,2,4,69,Medium,High,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,College,Female"
"4816,19,97,60,9,3,4,72,High,Medium,Yes,High,Yes,Medium,Medium,Public,Negative,No,Postgraduate,Female"
"4817,28,85,81,9,2,3,70,Medium,Medium,Yes,Low,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"4818,15,94,64,8,2,1,68,Medium,High,Yes,Medium,Yes,Low,Medium,Public,Negative,No,College,Male"
