"Id,Hours_Studied,Attendance,Previous_Scores,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Exam_Score"
"2250,26,71,99,8,1,3,67"
"2251,19,83,76,8,3,3,65"
"2252,29,96,89,4,2,2,70"
"2253,11,79,71,8,1,2,63"
"2254,20,98,52,9,0,3,71"
"2255,12,69,92,7,1,3,64"
"2256,22,63,97,8,5,3,69"
"2257,25,96,72,9,0,3,69"
"2258,17,94,75,7,1,3,70"
"2259,4,100,71,8,2,4,64"
"2260,21,87,100,7,1,3,70"
"2261,23,97,95,7,0,4,74"
"2262,22,93,52,6,1,3,69"
"2263,27,94,89,7,3,2,73"
"2264,14,83,80,10,1,3,66"
"2265,24,75,51,6,1,3,67"
"2266,27,97,72,8,6,2,76"
"2267,9,77,57,7,2,3,61"
"2268,22,82,94,9,0,4,68"
"2269,17,78,51,9,1,3,63"
"2270,20,83,94,6,1,2,67"
"2271,22,79,97,6,3,3,66"
"2272,17,62,54,6,2,3,62"
"2273,16,95,86,6,0,3,69"
"2274,20,78,77,6,3,3,67"
"2275,13,84,98,8,2,2,66"
"2276,13,66,90,6,2,3,63"
"2277,24,60,85,6,1,2,64"
"2278,13,70,96,6,2,5,64"
"2279,24,88,58,8,1,3,67"
"2280,23,64,69,7,4,3,66"
"2281,10,96,92,7,1,1,68"
"2282,16,69,55,6,1,1,62"
"2283,27,68,97,5,1,4,68"
"2284,14,67,87,9,1,3,63"
"2285,17,61,72,7,1,2,62"
"2286,23,91,67,10,2,2,72"
"2287,25,95,57,8,4,3,69"
"2288,18,85,55,10,3,3,67"
"2289,16,68,71,8,1,3,65"
"2290,29,71,92,7,1,3,69"
"2291,30,79,77,6,1,2,72"
"2292,26,98,73,6,2,3,70"
"2293,21,70,66,9,1,4,91"
"2294,15,89,58,7,2,3,65"
"2295,15,78,100,8,0,3,62"
"2296,23,72,51,8,2,3,65"
"2297,23,78,66,8,1,1,67"
"2298,28,63,88,6,4,4,67"
"2299,24,92,76,9,2,2,72"
"2300,11,70,66,7,1,3,60"
"2301,26,89,100,7,0,3,69"
"2302,14,63,81,8,0,5,61"
"2303,18,98,65,7,1,4,70"
"2304,22,68,92,4,2,3,68"
"2305,32,95,58,9,2,4,75"
"2306,39,92,73,9,1,4,75"
"2307,24,99,92,4,2,3,72"
"2308,19,79,99,5,1,4,66"
"2309,23,89,69,10,5,4,71"
"2310,25,75,57,7,4,5,70"
"2311,18,67,78,7,2,3,63"
"2312,31,78,97,6,0,3,72"
"2313,21,67,83,5,1,5,65"
"2314,23,99,80,7,3,2,71"
"2315,24,64,65,8,0,3,65"
"2316,23,84,80,7,1,3,69"
"2317,25,85,94,8,3,3,71"
"2318,16,82,69,10,2,4,68"
"2319,17,86,62,6,2,4,66"
"2320,13,65,74,7,0,2,60"
"2321,23,82,69,9,0,3,68"
"2322,25,71,73,6,1,4,67"
"2323,23,98,55,7,3,4,71"
"2324,30,90,67,10,2,6,74"
"2325,20,99,91,6,2,4,70"
"2326,24,62,70,9,2,2,63"
"2327,13,71,98,7,0,3,64"
"2328,18,68,85,10,3,3,66"
"2329,24,60,68,5,0,3,64"
"2330,25,70,63,7,1,3,69"
"2331,18,87,84,5,2,4,71"
"2332,20,69,65,6,1,2,64"
"2333,11,80,96,6,1,3,65"
"2334,18,96,56,7,2,1,69"
"2335,25,88,51,5,1,1,68"
"2336,23,76,61,7,3,4,68"
"2337,23,75,80,8,0,4,68"
"2338,20,78,92,5,1,3,65"
"2339,20,67,59,6,1,4,65"
"2340,16,85,79,10,1,3,66"
"2341,24,75,57,7,0,1,66"
"2342,23,94,78,4,2,4,71"
"2343,23,90,51,5,0,1,68"
"2344,17,84,78,7,0,5,65"
"2345,7,75,76,7,0,4,63"
"2346,27,68,52,6,1,5,66"
"2347,17,91,84,10,7,4,71"
"2348,15,79,79,10,2,4,65"
"2349,24,69,81,7,3,4,68"
"2350,18,68,76,8,2,3,66"
"2351,26,67,86,8,2,2,64"
"2352,24,91,76,9,1,4,70"
"2353,24,69,96,6,4,4,70"
"2354,12,81,97,10,1,5,66"
"2355,27,78,86,7,3,2,70"
"2356,22,83,96,8,2,0,71"
"2357,18,95,96,7,2,4,70"
"2358,21,95,63,7,1,4,70"
"2359,9,78,100,7,2,2,66"
"2360,22,61,63,5,1,3,64"
"2361,14,77,51,4,5,3,66"
"2362,12,84,98,7,1,3,68"
"2363,11,82,61,6,2,2,61"
"2364,27,86,79,8,2,4,72"
"2365,16,66,99,8,1,3,66"
"2366,29,86,52,7,1,3,68"
"2367,17,67,63,9,1,4,61"
"2368,10,90,80,7,0,5,67"
"2369,13,74,88,5,3,3,66"
"2370,27,88,90,7,3,4,74"
"2371,19,62,94,9,0,4,66"
"2372,17,76,58,4,4,2,67"
"2373,21,88,69,7,4,3,71"
"2374,23,69,86,8,0,4,66"
"2375,27,92,86,10,0,3,71"
"2376,29,85,65,9,4,4,72"
"2377,18,84,65,7,2,3,66"
"2378,12,74,66,8,1,2,62"
"2379,18,79,95,4,1,2,66"
"2380,22,84,95,5,2,3,69"
"2381,14,79,51,8,0,4,64"
"2382,14,88,66,7,4,3,69"
"2383,22,77,70,7,2,4,69"
"2384,20,68,99,7,0,2,64"
"2385,20,69,97,7,3,3,68"
"2386,15,60,81,7,4,2,63"
"2387,19,72,52,5,1,2,64"
"2388,14,90,60,7,2,4,69"
"2389,25,92,72,5,1,4,71"
"2390,26,68,98,6,2,3,67"
"2391,9,98,55,9,3,2,67"
"2392,14,80,90,7,2,2,66"
"2393,11,97,60,8,0,3,67"
"2394,16,88,75,7,2,4,68"
"2395,19,89,88,6,1,2,69"
"2396,11,63,85,5,0,4,62"
"2397,14,69,89,6,2,5,66"
"2398,14,60,91,7,1,3,63"
"2399,21,89,65,8,2,3,67"
"2400,20,74,68,7,3,4,68"
"2401,16,91,91,8,2,2,66"
"2402,21,74,52,5,3,1,66"
"2403,17,93,76,8,0,3,67"
"2404,18,65,96,5,1,2,66"
"2405,30,67,94,8,1,2,69"
"2406,28,74,90,8,2,3,72"
"2407,12,76,51,4,0,1,60"
"2408,25,74,94,8,0,4,68"
"2409,25,91,96,8,3,3,72"
"2410,13,64,83,9,1,4,64"
"2411,25,74,65,6,0,1,65"
"2412,29,93,74,7,3,3,76"
"2413,13,63,88,8,0,2,59"
"2414,14,98,91,8,0,4,67"
"2415,26,99,67,8,4,4,73"
"2416,22,64,66,6,1,4,64"
"2417,23,72,87,8,3,3,67"
"2418,22,75,84,8,3,3,69"
"2419,22,91,76,7,1,3,69"
"2420,12,84,71,6,2,3,67"
"2421,26,86,83,6,2,4,72"
"2422,27,90,52,9,2,2,86"
"2423,19,65,54,8,0,3,62"
"2424,20,93,79,7,1,3,69"
"2425,11,88,61,7,2,3,68"
"2426,23,83,89,4,1,3,99"
"2427,23,96,89,7,1,3,70"
"2428,20,88,85,5,2,3,68"
"2429,27,68,95,7,0,4,67"
"2430,18,77,57,9,1,2,66"
"2431,23,80,63,6,0,2,66"
"2432,14,62,63,7,2,2,62"
"2433,20,98,89,8,3,2,72"
"2434,19,65,76,7,0,3,64"
"2435,21,88,63,6,1,3,68"
"2436,18,80,57,7,2,3,66"
"2437,19,61,95,8,4,3,68"
"2438,25,97,85,7,3,1,75"
"2439,17,94,76,7,3,3,67"
"2440,10,81,98,9,2,2,65"
"2441,30,69,92,8,2,3,68"
"2442,28,65,59,5,2,5,67"
"2443,12,75,75,8,1,2,63"
"2444,24,70,74,8,2,3,67"
"2445,17,80,92,5,0,4,67"
"2446,22,99,57,4,2,3,73"
"2447,22,83,73,5,0,3,67"
"2448,19,96,82,7,1,4,71"
"2449,15,86,97,9,2,4,67"
"2450,16,79,95,6,0,5,68"
"2451,15,94,77,8,1,1,68"
"2452,15,79,80,4,1,4,66"
"2453,20,95,93,7,0,2,68"
"2454,16,72,87,6,2,4,63"
"2455,24,65,94,10,2,2,68"
"2456,29,94,95,4,1,5,74"
"2457,17,83,92,7,3,2,65"
"2458,21,96,50,4,1,2,69"
"2459,23,98,66,6,1,1,70"
"2460,23,62,70,4,3,2,65"
"2461,20,80,84,10,1,4,68"
"2462,24,75,65,6,0,5,65"
"2463,23,85,66,7,0,2,68"
"2464,13,92,70,7,4,3,68"
"2465,25,71,98,5,0,1,66"
"2466,25,82,72,9,0,0,70"
"2467,15,88,57,8,1,2,66"
"2468,20,65,50,8,0,5,64"
"2469,24,93,62,5,1,1,70"
"2470,19,84,97,9,1,3,68"
"2471,26,98,98,9,4,2,74"
"2472,34,74,76,7,2,2,71"
"2473,15,64,82,8,0,3,61"
"2474,12,80,90,7,3,3,64"
"2475,22,63,53,5,2,1,64"
"2476,24,99,69,7,0,3,73"
"2477,19,62,82,6,0,3,62"
"2478,29,90,95,7,0,2,71"
"2479,12,81,86,9,2,2,68"
"2480,24,75,68,5,2,2,67"
"2481,16,63,95,6,1,4,63"
"2482,30,85,83,6,2,3,71"
"2483,32,83,92,6,1,3,72"
"2484,15,71,69,6,3,3,66"
"2485,17,96,50,7,1,4,67"
"2486,25,72,58,8,0,4,66"
"2487,18,78,96,8,4,4,68"
"2488,20,82,52,7,0,3,64"
"2489,20,64,80,8,1,3,65"
"2490,8,97,70,10,0,1,66"
"2491,20,75,71,7,1,4,69"
"2492,16,63,70,9,2,5,64"
"2493,17,75,53,8,1,3,65"
"2494,29,84,56,10,3,4,72"
"2495,12,81,53,8,1,3,65"
"2496,25,88,53,6,2,4,70"
"2497,18,62,54,7,2,3,64"
"2498,18,71,85,7,1,2,62"
"2499,25,93,56,8,0,3,69"
"2500,22,63,63,6,1,2,62"
"2501,23,94,83,9,2,2,69"
"2502,26,64,56,7,3,3,66"
"2503,18,93,96,8,2,2,71"
"2504,16,74,74,7,4,3,66"
"2505,13,84,98,7,0,4,64"
"2506,15,66,60,7,2,3,63"
"2507,38,63,52,8,1,3,69"
"2508,27,69,80,10,1,4,68"
"2509,12,65,66,4,0,2,63"
"2510,12,72,79,8,1,3,64"
"2511,23,81,74,7,0,0,66"
"2512,23,84,73,7,1,4,71"
"2513,23,92,93,4,0,4,72"
"2514,18,86,60,8,2,1,88"
"2515,19,84,75,7,1,2,66"
"2516,22,76,71,6,0,2,65"
"2517,21,79,84,7,2,3,66"
"2518,7,77,53,7,4,2,62"
"2519,19,94,76,4,4,3,68"
"2520,15,69,74,7,2,5,65"
"2521,21,60,99,8,0,3,62"
"2522,38,86,88,6,1,4,74"
"2523,22,68,58,7,0,3,64"
"2524,18,96,75,7,2,2,72"
"2525,26,94,89,9,0,3,70"
"2526,23,63,76,7,2,1,65"
"2527,23,64,68,8,3,3,66"
"2528,24,80,69,7,0,3,67"
"2529,32,84,68,10,1,5,73"
"2530,13,71,51,6,4,4,65"
"2531,23,89,87,6,4,3,74"
"2532,14,84,81,7,0,2,66"
"2533,23,73,63,6,1,3,67"
"2534,14,61,82,5,0,0,58"
"2535,17,90,65,8,2,3,71"
"2536,18,69,62,4,1,3,63"
"2537,26,93,87,6,1,3,73"
"2538,26,77,90,5,1,2,68"
"2539,13,83,81,7,4,5,66"
"2540,20,95,89,4,3,3,68"
"2541,16,95,68,8,2,4,66"
"2542,12,75,54,8,1,3,62"
"2543,19,68,80,5,0,3,78"
"2544,18,91,63,7,1,4,68"
"2545,35,77,89,8,5,4,77"
"2546,23,68,68,8,1,2,65"
"2547,12,96,84,5,3,4,73"
"2548,17,68,78,5,4,2,64"
"2549,26,61,91,9,0,4,67"
"2550,33,61,92,6,1,4,69"
"2551,10,85,53,6,1,3,60"
"2552,9,86,65,8,0,3,66"
"2553,31,72,94,5,2,2,70"
"2554,22,73,70,7,2,3,66"
"2555,15,74,76,8,1,4,64"
"2556,23,87,59,5,1,4,70"
"2557,4,62,78,6,3,2,58"
"2558,20,97,63,5,0,3,69"
"2559,22,69,91,6,0,1,64"
"2560,26,100,60,9,2,4,72"
"2561,14,67,68,9,1,3,60"
"2562,21,91,55,7,2,3,70"
"2563,14,69,79,8,1,1,62"
"2564,22,63,97,8,1,3,66"
"2565,15,95,59,6,0,5,66"
"2566,18,94,51,7,1,3,65"
"2567,14,76,71,5,1,3,64"
"2568,24,88,87,6,1,3,72"
"2569,25,82,99,7,3,2,71"
"2570,19,94,53,5,1,3,68"
"2571,20,73,89,5,2,5,68"
"2572,11,81,68,6,2,3,64"
"2573,18,79,58,9,3,3,65"
"2574,20,74,60,9,1,3,64"
"2575,36,96,96,7,1,3,75"
"2576,13,67,90,8,2,2,61"
"2577,29,66,66,6,0,3,68"
"2578,26,83,97,4,2,4,70"
"2579,22,86,55,6,5,3,71"
"2580,31,68,66,7,0,3,66"
"2581,22,76,83,7,0,1,66"
"2582,22,98,100,7,0,3,70"
"2583,20,70,73,7,0,5,62"
"2584,27,87,91,6,4,4,72"
"2585,27,90,96,8,0,4,72"
"2586,16,78,50,5,2,2,63"
"2587,12,98,64,8,5,5,69"
"2588,19,89,55,6,0,2,68"
"2589,15,78,89,10,0,3,67"
"2590,20,83,78,7,3,2,71"
"2591,27,88,55,6,2,5,67"
"2592,17,84,71,6,0,4,62"
"2593,20,95,76,6,0,4,69"
"2594,20,74,85,8,2,0,67"
"2595,25,72,89,7,2,3,71"
"2596,7,69,54,8,1,2,87"
"2597,16,62,74,8,2,3,62"
"2598,21,62,58,7,2,1,64"
"2599,27,95,88,8,3,2,74"
"2600,17,87,83,9,0,2,69"
"2601,9,86,86,8,1,1,65"
"2602,24,85,54,7,2,3,66"
"2603,16,94,76,8,3,4,70"
"2604,13,79,92,5,3,3,68"
"2605,16,95,86,10,4,2,70"
"2606,19,74,93,8,1,3,68"
"2607,16,97,60,8,0,3,69"
"2608,7,88,64,7,2,4,66"
"2609,25,70,72,4,0,4,65"
"2610,28,83,76,7,1,3,71"
"2611,24,81,63,7,1,3,66"
"2612,13,66,69,6,2,4,61"
"2613,19,84,84,6,3,2,69"
"2614,20,73,82,6,1,3,65"
"2615,24,62,56,8,0,2,63"
"2616,24,98,99,9,2,2,73"
"2617,16,86,78,7,1,4,68"
"2618,20,95,74,6,1,4,70"
"2619,23,87,98,6,3,3,72"
"2620,29,74,57,7,3,2,68"
"2621,24,81,77,7,0,3,68"
"2622,25,87,90,8,1,4,71"
"2623,21,98,70,6,1,3,68"
"2624,28,70,87,8,3,3,70"
"2625,22,95,95,8,2,4,70"
"2626,15,97,63,6,2,3,69"
"2627,28,87,62,4,2,4,73"
"2628,24,97,68,6,1,4,72"
"2629,17,76,71,9,0,3,67"
"2630,17,98,56,4,2,3,69"
"2631,22,88,62,9,1,3,68"
"2632,23,62,94,4,0,3,64"
"2633,21,96,78,6,2,3,71"
"2634,22,79,63,6,1,4,68"
"2635,30,78,97,10,1,2,70"
"2636,26,83,89,7,3,3,72"
"2637,21,66,68,7,2,1,65"
"2638,26,79,88,6,1,3,70"
"2639,14,93,80,8,2,4,69"
"2640,22,61,84,6,0,2,64"
"2641,31,71,66,7,3,1,67"
"2642,19,60,60,6,1,2,65"
"2643,15,77,63,8,0,1,62"
"2644,16,89,54,8,2,2,68"
"2645,13,92,74,6,2,2,68"
"2646,15,98,70,6,1,3,68"
"2647,18,84,50,6,4,3,68"
"2648,12,70,93,7,1,4,62"
"2649,20,97,84,8,4,5,72"
"2650,25,91,72,7,1,3,69"
"2651,15,83,98,4,3,3,68"
"2652,29,88,97,8,4,3,71"
"2653,23,97,55,5,0,3,69"
"2654,26,88,81,6,1,2,71"
"2655,16,75,91,7,2,5,65"
"2656,25,89,59,7,1,4,68"
"2657,13,62,56,8,1,4,60"
"2658,25,75,63,6,3,4,68"
"2659,21,76,64,6,1,4,66"
"2660,23,67,98,7,4,3,66"
"2661,13,61,89,8,4,4,62"
"2662,15,65,53,8,2,3,61"
"2663,24,86,89,7,2,3,69"
"2664,14,92,58,9,1,2,69"
"2665,23,100,68,9,4,3,74"
"2666,12,74,66,8,1,4,62"
"2667,25,84,64,5,0,3,67"
"2668,13,97,65,8,1,2,69"
"2669,23,67,88,7,1,4,66"
"2670,24,89,63,6,2,3,72"
"2671,16,90,90,6,2,3,69"
"2672,23,64,55,7,0,4,65"
"2673,22,94,80,6,0,2,72"
"2674,17,93,93,7,2,4,69"
"2675,14,61,54,7,3,2,60"
"2676,8,64,82,7,0,1,61"
"2677,22,62,76,8,1,3,63"
"2678,11,73,67,7,3,5,63"
"2679,21,80,55,6,1,3,68"
"2680,18,81,84,4,1,4,68"
"2681,24,71,65,8,1,2,65"
"2682,18,96,67,7,1,2,71"
"2683,18,75,86,7,1,3,64"
"2684,24,62,97,9,1,2,65"
"2685,22,72,67,5,2,4,67"
"2686,22,81,87,7,0,2,67"
"2687,23,76,98,6,1,3,67"
"2688,11,71,55,8,1,3,87"
"2689,25,65,76,4,1,1,67"
"2690,24,93,51,8,4,2,72"
"2691,14,100,91,8,0,3,69"
"2692,19,73,64,6,1,3,65"
"2693,20,75,67,7,1,4,66"
"2694,19,85,84,6,3,3,70"
"2695,22,89,89,8,0,3,71"
"2696,29,76,70,8,1,4,67"
"2697,26,96,83,5,0,2,72"
"2698,12,82,98,5,0,1,63"
"2699,24,78,94,9,0,4,67"
"2700,28,86,85,10,6,2,72"
"2701,22,98,97,8,1,1,72"
"2702,27,92,94,8,1,4,70"
"2703,32,62,86,7,0,2,67"
"2704,26,73,96,7,0,3,68"
"2705,21,79,91,8,1,3,67"
"2706,26,73,75,7,3,5,70"
"2707,21,88,75,9,1,2,67"
"2708,20,93,50,7,1,4,71"
"2709,18,89,52,7,1,3,69"
"2710,29,100,87,7,3,5,74"
"2711,15,71,78,7,0,3,63"
"2712,29,95,88,9,0,2,72"
"2713,23,91,97,7,2,3,71"
"2714,12,74,73,7,1,5,64"
"2715,22,89,54,7,1,3,69"
"2716,7,64,81,6,2,3,62"
"2717,24,92,55,5,1,4,69"
"2718,25,81,81,9,2,3,68"
"2719,16,72,76,9,6,3,67"
"2720,21,86,86,9,2,3,71"
"2721,32,86,68,5,1,4,70"
"2722,17,68,57,9,2,3,63"
"2723,14,61,62,10,0,4,60"
"2724,29,77,84,9,0,3,69"
"2725,32,83,74,9,3,3,71"
"2726,20,95,77,8,1,2,69"
"2727,26,97,66,6,2,1,73"
"2728,28,81,92,8,1,3,73"
"2729,16,90,100,5,1,3,68"
"2730,17,78,66,6,2,4,67"
"2731,27,90,86,7,2,3,74"
"2732,30,68,59,7,3,3,68"
"2733,23,75,87,8,1,2,69"
"2734,15,85,72,4,4,4,69"
"2735,32,61,80,7,0,4,68"
"2736,17,89,62,8,1,1,66"
"2737,18,93,93,8,3,3,69"
"2738,22,76,59,8,1,2,66"
"2739,29,78,96,7,5,4,72"
"2740,25,94,53,6,1,3,69"
"2741,22,91,64,8,1,3,68"
"2742,23,72,78,7,1,3,66"
"2743,20,73,93,8,1,4,65"
"2744,23,87,79,8,2,2,71"
"2745,5,83,61,7,2,4,61"
"2746,18,66,93,6,1,3,63"
"2747,21,72,80,9,1,3,66"
"2748,13,96,62,8,0,2,69"
"2749,22,88,78,10,0,2,71"
"2750,19,99,84,8,0,4,73"
"2751,31,91,84,8,2,2,72"
"2752,29,98,86,5,2,4,73"
"2753,17,69,95,7,1,2,65"
"2754,19,91,91,7,1,3,71"
"2755,20,61,80,8,1,3,65"
"2756,17,87,52,8,1,5,67"
"2757,21,79,87,8,1,2,69"
"2758,15,74,99,10,0,3,63"
"2759,13,94,65,6,2,2,68"
"2760,24,94,80,8,1,4,70"
"2761,24,61,88,8,1,4,64"
"2762,15,84,82,10,1,2,64"
"2763,25,75,96,8,1,0,68"
"2764,16,77,74,8,0,2,65"
"2765,22,93,77,8,0,1,70"
"2766,25,72,52,8,0,2,66"
"2767,20,98,95,9,1,2,70"
"2768,23,67,63,6,3,3,66"
"2769,17,87,99,6,2,2,69"
"2770,19,87,60,10,2,3,69"
"2771,19,70,63,4,1,3,64"
"2772,16,73,74,7,1,3,64"
"2773,19,93,83,7,1,3,69"
"2774,11,90,72,7,3,3,67"
"2775,17,73,68,9,2,3,63"
"2776,18,81,77,8,1,3,67"
"2777,18,62,98,6,3,1,65"
"2778,19,68,98,6,2,1,64"
"2779,20,79,66,7,3,3,68"
"2780,23,63,84,9,0,3,64"
"2781,25,94,86,7,2,4,70"
"2782,16,89,83,7,0,4,70"
"2783,13,98,56,6,1,3,67"
"2784,14,88,77,8,2,3,69"
"2785,17,98,88,7,2,4,70"
"2786,18,82,60,6,5,3,69"
"2787,15,84,67,9,1,3,65"
"2788,12,99,60,10,0,1,66"
"2789,17,86,94,7,2,3,70"
"2790,21,61,93,7,1,5,63"
"2791,24,89,58,5,3,3,69"
"2792,17,96,88,8,4,4,74"
"2793,18,92,68,8,2,3,70"
"2794,14,83,84,7,1,3,66"
"2795,20,87,75,6,0,3,68"
"2796,15,100,74,10,2,5,67"
"2797,23,64,94,8,2,5,66"
"2798,9,87,82,6,0,3,65"
"2799,18,71,62,8,3,2,66"
"2800,22,86,56,7,1,4,69"
"2801,21,84,97,7,2,4,67"
"2802,36,66,58,8,1,3,69"
"2803,22,68,87,4,2,3,66"
"2804,14,85,75,4,2,1,64"
"2805,19,65,57,9,1,2,61"
"2806,9,71,89,7,0,2,61"
"2807,20,93,95,6,1,4,70"
"2808,15,73,56,5,1,2,65"
"2809,25,80,53,7,1,3,67"
"2810,17,98,92,7,0,0,69"
"2811,19,69,75,9,2,5,63"
"2812,16,76,84,8,1,4,66"
"2813,30,84,72,7,3,2,73"
"2814,18,90,71,8,0,3,68"
"2815,31,96,65,9,0,2,74"
"2816,25,97,78,8,0,3,70"
"2817,23,91,58,8,0,2,68"
"2818,22,69,86,7,1,4,67"
"2819,22,61,77,6,1,4,65"
"2820,8,75,92,5,5,4,66"
"2821,18,66,96,5,0,5,64"
"2822,25,88,95,8,1,4,72"
"2823,20,86,80,8,2,2,70"
"2824,12,62,66,9,1,2,60"
"2825,20,93,68,8,1,3,68"
"2826,30,70,83,9,1,2,71"
"2827,27,77,86,7,1,3,68"
"2828,20,87,58,8,2,2,67"
"2829,26,77,100,5,1,5,70"
"2830,18,78,55,7,0,3,65"
"2831,10,63,80,4,0,3,60"
"2832,14,76,77,7,2,4,65"
"2833,29,91,80,9,0,4,70"
"2834,18,97,77,7,4,4,69"
"2835,19,77,53,8,1,3,64"
"2836,18,77,100,7,2,3,67"
"2837,31,88,99,6,2,3,73"
"2838,30,98,76,7,1,3,74"
"2839,33,71,60,9,0,4,67"
"2840,19,78,59,8,2,1,66"
"2841,22,92,53,6,4,4,69"
"2842,11,84,81,5,1,3,64"
"2843,29,64,74,7,0,2,69"
"2844,13,85,71,6,1,3,66"
"2845,21,67,76,7,1,2,65"
"2846,13,80,94,5,1,3,67"
"2847,16,81,54,9,3,3,67"
"2848,15,95,77,7,0,3,68"
"2849,16,78,85,7,4,2,65"
"2850,17,71,99,6,4,3,66"
"2851,17,69,87,7,2,3,65"
"2852,25,95,77,7,0,3,71"
"2853,13,67,88,6,0,3,63"
"2854,21,77,100,7,2,4,70"
"2855,27,67,94,9,0,2,70"
"2856,17,91,54,4,3,4,67"
"2857,16,79,79,7,2,2,68"
"2858,19,74,89,6,0,2,63"
"2859,27,74,84,9,3,3,70"
"2860,21,94,71,7,1,2,69"
"2861,17,82,66,5,1,3,66"
"2862,23,89,81,7,2,2,70"
"2863,13,96,71,8,1,3,68"
"2864,24,96,70,10,0,4,70"
"2865,22,73,92,4,0,4,67"
"2866,18,98,66,5,0,0,69"
"2867,15,61,82,9,2,2,64"
"2868,15,75,94,5,1,3,62"
"2869,23,96,81,7,1,2,71"
"2870,27,71,75,6,2,4,69"
"2871,16,71,52,6,0,1,62"
"2872,23,72,84,7,0,4,66"
"2873,7,84,100,7,3,4,64"
"2874,16,78,90,9,3,3,66"
"2875,20,89,82,9,2,3,72"
"2876,15,96,73,8,3,3,71"
"2877,14,87,61,7,0,3,65"
"2878,16,68,85,7,1,2,65"
"2879,22,97,59,8,1,3,70"
"2880,19,71,94,9,1,4,68"
"2881,7,66,68,8,0,2,57"
"2882,7,64,70,9,4,4,59"
"2883,16,83,61,6,0,4,64"
"2884,23,65,74,9,2,3,67"
"2885,4,66,84,8,2,3,60"
"2886,17,72,65,6,3,2,67"
"2887,17,71,85,7,2,2,65"
"2888,28,84,81,7,1,3,71"
"2889,18,93,69,7,0,2,67"
"2890,22,90,66,7,0,1,69"
"2891,21,70,93,5,1,3,68"
"2892,7,70,51,6,0,1,59"
"2893,25,99,86,7,3,3,75"
"2894,21,60,71,6,0,4,59"
"2895,23,95,86,6,0,3,71"
"2896,44,68,75,9,3,2,71"
"2897,7,98,54,7,0,2,66"
"2898,30,74,99,10,1,2,69"
"2899,18,78,54,7,4,4,65"
"2900,22,88,58,9,3,2,68"
"2901,20,84,71,7,5,2,68"
"2902,17,73,97,6,1,3,67"
"2903,17,82,65,7,1,5,68"
"2904,22,89,78,9,0,3,68"
"2905,11,62,76,7,3,3,88"
"2906,25,60,67,8,1,2,66"
"2907,18,78,85,7,3,2,67"
"2908,13,65,75,7,2,4,63"
"2909,17,87,79,7,3,4,68"
"2910,28,69,61,6,2,1,65"
"2911,17,77,96,7,1,3,67"
"2912,22,68,56,8,3,1,67"
"2913,16,82,85,7,1,4,67"
"2914,25,65,94,7,1,3,64"
"2915,24,61,54,8,1,2,61"
"2916,31,62,51,7,2,1,65"
"2917,19,98,67,7,1,4,70"
"2918,24,66,89,8,0,2,67"
"2919,21,88,86,7,1,2,68"
"2920,28,63,91,7,1,1,65"
"2921,16,64,70,8,3,3,63"
"2922,24,80,100,7,1,3,72"
"2923,19,79,68,7,2,1,68"
"2924,20,98,90,7,2,4,73"
"2925,21,98,68,7,0,3,71"
"2926,22,91,61,5,3,2,70"
"2927,19,84,67,7,0,3,68"
"2928,21,78,60,10,3,5,68"
"2929,29,74,56,6,2,3,68"
"2930,26,98,68,6,1,1,71"
"2931,25,84,57,10,4,2,70"
"2932,17,83,75,6,2,3,67"
"2933,15,69,52,9,0,3,61"
"2934,26,62,72,7,1,3,64"
"2935,25,98,98,7,1,4,72"
"2936,29,73,68,7,1,4,67"
"2937,16,78,57,8,1,3,65"
"2938,19,65,65,5,1,6,64"
"2939,10,93,90,7,0,2,66"
"2940,18,61,66,6,1,2,62"
"2941,26,93,69,4,2,3,70"
"2942,17,66,89,9,1,4,64"
"2943,24,95,63,4,3,3,70"
"2944,19,89,74,10,1,2,66"
"2945,22,67,53,8,0,3,62"
"2946,13,83,59,5,4,2,63"
"2947,21,73,60,9,2,3,66"
"2948,2,67,73,6,1,2,58"
"2949,19,94,91,6,1,3,70"
"2950,10,76,68,4,1,6,63"
"2951,27,76,69,6,0,1,70"
"2952,25,67,65,6,1,3,65"
"2953,23,75,66,8,5,3,67"
"2954,29,95,70,9,1,2,73"
"2955,14,75,95,5,0,3,82"
"2956,30,98,51,7,0,2,71"
"2957,26,98,81,4,1,4,73"
"2958,19,66,94,7,1,4,65"
"2959,27,67,71,10,1,3,67"
"2960,13,95,83,4,1,4,67"
"2961,15,76,79,5,4,4,69"
"2962,16,60,67,8,0,3,61"
"2963,17,71,57,8,3,4,64"
"2964,14,84,61,6,1,2,64"
"2965,27,92,53,9,2,2,68"
"2966,18,65,88,6,1,1,62"
"2967,22,64,77,10,5,3,66"
"2968,17,97,89,8,1,4,70"
"2969,9,90,65,9,3,3,67"
"2970,22,84,90,8,2,2,70"
"2971,9,91,65,8,0,4,65"
"2972,20,77,56,8,1,4,65"
"2973,12,90,77,9,3,3,70"
"2974,32,75,97,7,1,3,72"
"2975,25,70,71,6,0,2,65"
"2976,21,89,76,7,1,2,71"
"2977,28,77,73,6,3,3,71"
"2978,15,99,73,6,1,5,72"
"2979,23,74,61,9,0,4,64"
"2980,21,97,71,8,2,1,72"
"2981,22,97,75,8,1,4,71"
"2982,28,70,87,9,0,3,66"
